TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.elasticsearch.index.query.support.NestedInnerQueryParseSupport,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5485316265060242,254,104
