Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [Lorg.elasticsearch.index.shard.SearchOperationListener;,2,1,1.972386587771203E-4,9.861932938856015E-5
class org.elasticsearch.action.support.WriteRequest$RefreshPolicy,2133,1,0.21035502958579883,9.861932938856015E-5
class java.lang.Long,3323,18,0.3277120315581854,0.0017751479289940828
class java.lang.Integer,19146,10,1.8881656804733729,9.861932938856016E-4
class [Lorg.elasticsearch.index.shard.IndexingOperationListener;,2,1,1.972386587771203E-4,9.861932938856015E-5
class java.util.RegularEnumSet,219,2,0.021597633136094675,1.972386587771203E-4
class org.elasticsearch.action.WriteConsistencyLevel,2659,1,0.26222879684418143,9.861932938856015E-5
class java.util.LinkedHashSet,729,5,0.07189349112426036,4.930966469428008E-4
class org.elasticsearch.index.shard.IndexShard$ShardFailure,796,692,0.07850098619329389,0.06824457593688363
class org.elasticsearch.common.collect.Tuple,2046,674,0.2017751479289941,0.06646942800788955
class org.elasticsearch.action.bulk.BulkItemRequest,911,855,0.08984220907297831,0.08431952662721894
class org.elasticsearch.index.VersionType$1,185,1,0.01824457593688363,9.861932938856015E-5
class org.elasticsearch.common.unit.TimeValue,971,1,0.09575936883629191,9.861932938856015E-5
class org.elasticsearch.common.settings.Settings,3167,2,0.31232741617357,1.972386587771203E-4
class org.elasticsearch.cluster.metadata.IndexMetaData,7727,25,0.7620315581854044,0.002465483234714004
class java.lang.Byte,865,4,0.08530571992110454,3.944773175542406E-4
class org.elasticsearch.action.bulk.TransportShardBulkAction$UpdateResult,9145,8834,0.9018737672583826,0.8712031558185405
class org.elasticsearch.Version,3229,1,0.31844181459566073,9.861932938856015E-5
class org.elasticsearch.action.ActionRequestValidationException,1350,1154,0.13313609467455623,0.11380670611439843
class java.lang.Class,161,23,0.015877712031558185,0.0022682445759368837
class org.elasticsearch.common.settings.Setting$3,13,4,0.001282051282051282,3.944773175542406E-4
class org.elasticsearch.cluster.metadata.IndexMetaData$State,1586,2,0.1564102564102564,1.972386587771203E-4
class org.elasticsearch.action.support.IndicesOptions,4668,1,0.4603550295857988,9.861932938856015E-5
class org.elasticsearch.index.VersionType$4,172,1,0.016962524654832348,9.861932938856015E-5
class java.lang.String,4398,191,0.43372781065088756,0.01883629191321499
class java.util.ArrayList,40,1,0.0039447731755424065,9.861932938856015E-5
class org.elasticsearch.common.xcontent.ToXContent$1,689,1,0.06794871794871794,9.861932938856015E-5
class org.elasticsearch.tasks.TaskId,912,11,0.08994082840236686,0.0010848126232741618
class java.util.Collections$EmptySet,137,1,0.013510848126232742,9.861932938856015E-5
class org.elasticsearch.index.VersionType$3,934,1,0.0921104536489152,9.861932938856015E-5
class [Ljava.lang.String;,725,4,0.07149901380670612,3.944773175542406E-4
class org.elasticsearch.cluster.block.ClusterBlock,14,4,0.0013806706114398422,3.944773175542406E-4
class org.elasticsearch.index.Index,13,1,0.001282051282051282,9.861932938856015E-5
class org.elasticsearch.common.collect.ImmutableOpenMap,4700,1,0.4635108481262327,9.861932938856015E-5
class [Lorg.elasticsearch.index.shard.IndexShardState;,202,1,0.01992110453648915,9.861932938856015E-5
class org.elasticsearch.cluster.metadata.IndexMetaData$IndexMetaDataDiff,1904,1904,0.18777120315581855,0.18777120315581855
class org.elasticsearch.common.collect.ImmutableOpenIntMap,665,1,0.0655818540433925,9.861932938856015E-5
class org.elasticsearch.index.VersionType$2,347,1,0.03422090729783037,9.861932938856015E-5
class org.elasticsearch.common.settings.Setting,839,13,0.08274161735700197,0.001282051282051282
class org.elasticsearch.action.bulk.BulkShardRequest,19329,335,1.9062130177514793,0.033037475345167655
class org.elasticsearch.cluster.metadata.IndexMetaData$Builder,19527,6472,1.9257396449704143,0.6382642998027613
class java.lang.Boolean,18524,2,1.8268244575936883,1.972386587771203E-4
class org.elasticsearch.cluster.metadata.IndexMetaData$1,5,1,4.930966469428008E-4,9.861932938856015E-5
