Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class org.elasticsearch.index.query.SimpleIndexQueryParserTests$MockMoreLikeThisFetchService,115,115,0.004611436362178202,0.004611436362178202
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,54,4,0.002165370117892373,1.6039778651054615E-4
class java.lang.Boolean,1235,2,0.04952281658513113,8.019889325527307E-5
class [[[[D,33,4,0.0013232817387120058,1.6039778651054615E-4
class [C,3034,37,0.12166172106824925,0.001483679525222552
class [[[J,3,3,1.2029833988290961E-4,1.2029833988290961E-4
class [[C,10,5,4.009944662763654E-4,2.004972331381827E-4
class [[Lorg.elasticsearch.test.ElasticsearchTestCase;,38,4,0.0015237789718501884,1.6039778651054615E-4
class [Ljava.util.Collection;,4,1,1.6039778651054615E-4,4.009944662763654E-5
class java.util.Locale,44,20,0.0017643756516160078,8.019889325527308E-4
class [I,1268,167,0.05084609832384313,0.006696607586815302
class java.lang.Object,1,1,4.009944662763654E-5,4.009944662763654E-5
class java.lang.Integer,1,1,4.009944662763654E-5,4.009944662763654E-5
class [[Lorg.elasticsearch.index.query.SimpleIndexQueryParserTests$MockMoreLikeThisFetchService;,10,10,4.009944662763654E-4,4.009944662763654E-4
class [[[[Ljava.lang.String;,24,4,9.623867190632769E-4,1.6039778651054615E-4
class [Lorg.elasticsearch.common.component.AbstractComponent;,1,1,4.009944662763654E-5,4.009944662763654E-5
class [Lorg.apache.lucene.util.LuceneTestCase;,1,1,4.009944662763654E-5,4.009944662763654E-5
class java.util.HashSet,9063,225,0.36342128478626995,0.009022375491218221
class [[J,11,7,4.4109391290400195E-4,2.8069612639345574E-4
class org.elasticsearch.index.query.SimpleIndexQueryParserTests,42384,42384,1.699574945865747,1.699574945865747
class [[Lorg.elasticsearch.test.ElasticsearchSingleNodeTest;,1,1,4.009944662763654E-5,4.009944662763654E-5
class [[[Ljava.lang.Iterable;,6,3,2.4059667976581922E-4,1.2029833988290961E-4
class [S,1343,126,0.053853556820915874,0.005052530275082204
class [[[C,3,3,1.2029833988290961E-4,1.2029833988290961E-4
class [[[Ljava.util.Locale;,1,1,4.009944662763654E-5,4.009944662763654E-5
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,53,5,0.0021252706712647364,2.004972331381827E-4
class java.util.ArrayList,2,2,8.019889325527307E-5,8.019889325527307E-5
class org.apache.lucene.index.memory.MemoryIndex$MemoryIndexReader$MemoryFields,22453,1,0.9003528751303232,4.009944662763654E-5
class [Lorg.apache.lucene.search.QueryCachingPolicy;,31,4,0.0012430828454567328,1.6039778651054615E-4
class [[Ljava.util.Locale;,7,2,2.8069612639345574E-4,8.019889325527307E-5
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,3,2,1.2029833988290961E-4,8.019889325527307E-5
class [Lorg.elasticsearch.index.query.SimpleIndexQueryParserTests;,3,3,1.2029833988290961E-4,1.2029833988290961E-4
class [Ljava.lang.Object;,7643,10,0.3064800705750261,4.009944662763654E-4
class [[B,4,3,1.6039778651054615E-4,1.2029833988290961E-4
class [[F,4,4,1.6039778651054615E-4,1.6039778651054615E-4
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,4,2,1.6039778651054615E-4,8.019889325527307E-5
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,36,1,0.0014435800785949154,4.009944662763654E-5
class [[I,4,1,1.6039778651054615E-4,4.009944662763654E-5
class [Lorg.elasticsearch.index.query.SimpleIndexQueryParserTests$MockMoreLikeThisFetchService;,17,16,6.816905926698212E-4,6.415911460421846E-4
class [Lorg.elasticsearch.test.ElasticsearchTestCase;,135,8,0.005413425294730933,3.207955730210923E-4
class [Ljava.util.Set;,40,2,0.0016039778651054616,8.019889325527307E-5
class [Lorg.junit.rules.TestRule;,1,1,4.009944662763654E-5,4.009944662763654E-5
class [Lorg.elasticsearch.test.ElasticsearchSingleNodeTest;,57,55,0.0022856684577752828,0.0022054695645200096
class [[Ljava.lang.Iterable;,14,4,5.613922527869115E-4,1.6039778651054615E-4
class [Ljava.lang.reflect.GenericDeclaration;,7,3,2.8069612639345574E-4,1.2029833988290961E-4
class [Lorg.apache.lucene.util.BytesRef;,1,1,4.009944662763654E-5,4.009944662763654E-5
class [[[[[D,1,1,4.009944662763654E-5,4.009944662763654E-5
class [[[[[Ljava.lang.String;,3,1,1.2029833988290961E-4,4.009944662763654E-5
class [[[S,2,2,8.019889325527307E-5,8.019889325527307E-5
class [J,1111,145,0.044550485203304194,0.005814419761007298
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,15,4,6.014916994145481E-4,1.6039778651054615E-4
class org.junit.rules.RuleChain,15330,14314,0.6147245168016682,0.5739834790279894
class [Ljava.util.Locale;,5,4,2.004972331381827E-4,1.6039778651054615E-4
class [F,1286,12,0.051567888363140586,4.8119335953163844E-4
class [[Ljava.util.concurrent.ExecutorService;,2,1,8.019889325527307E-5,4.009944662763654E-5
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,12,3,4.8119335953163844E-4,1.2029833988290961E-4
class [[Ljava.lang.Object;,12,2,4.8119335953163844E-4,8.019889325527307E-5
class [[[D,118,4,0.004731734702061112,1.6039778651054615E-4
class [[[Ljava.util.Set;,2,1,8.019889325527307E-5,4.009944662763654E-5
class java.lang.Class,291,16,0.011668938968642233,6.415911460421846E-4
class [Ljava.lang.reflect.Type;,22,5,8.821878258080039E-4,2.004972331381827E-4
class [[S,12,6,4.8119335953163844E-4,2.4059667976581922E-4
class java.util.ArrayList$SubList,97,74,0.0038896463228807444,0.002967359050445104
class org.apache.lucene.util.LuceneTestCase$1,52,1,0.0020851712246371,4.009944662763654E-5
class java.lang.String,2556,14,0.102494185580239,5.613922527869115E-4
class [Lorg.elasticsearch.index.search.morelikethis.MoreLikeThisFetchService;,9,3,3.6089501964872884E-4,1.2029833988290961E-4
class [B,1696,53,0.06800866148047156,0.0021252706712647364
class [Ljava.lang.Class;,2,1,8.019889325527307E-5,4.009944662763654E-5
class [[Ljava.util.Set;,14,2,5.613922527869115E-4,8.019889325527307E-5
class [Lorg.junit.rules.RuleChain;,1,1,4.009944662763654E-5,4.009944662763654E-5
class [[[Ljava.lang.String;,57,4,0.0022856684577752828,1.6039778651054615E-4
class [D,1335,49,0.05353276124789478,0.0019648728847541904
class [Ljava.lang.Iterable;,2226,6,0.08926136819311893,2.4059667976581922E-4
class [[D,237,8,0.00950356885074986,3.207955730210923E-4
class [[Ljava.lang.String;,230,2,0.009222872724356405,8.019889325527307E-5
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,2,2,8.019889325527307E-5,8.019889325527307E-5
class [Ljava.util.concurrent.ExecutorService;,460,2,0.01844574544871281,8.019889325527307E-5
class [[[[J,1,1,4.009944662763654E-5,4.009944662763654E-5
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,10,4,4.009944662763654E-4,1.6039778651054615E-4
class [[Lorg.elasticsearch.index.search.morelikethis.MoreLikeThisFetchService;,2,2,8.019889325527307E-5,8.019889325527307E-5
class [[[Lorg.elasticsearch.test.ElasticsearchTestCase;,3,3,1.2029833988290961E-4,1.2029833988290961E-4
class [[[Ljava.lang.Object;,3,1,1.2029833988290961E-4,4.009944662763654E-5
class [[Ljava.lang.reflect.Type;,3,3,1.2029833988290961E-4,1.2029833988290961E-4
class [[[[Ljava.lang.Object;,1,1,4.009944662763654E-5,4.009944662763654E-5
class org.apache.lucene.util.BytesRef,23832,34,0.955650012029834,0.0013633811853396424
class [Ljava.lang.String;,18740,18,0.7514636298019087,7.217900392974577E-4
