Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[C,502,10,0.023432759184054523,4.6678803155487096E-4
class [[[Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,2,2,9.335760631097419E-5,9.335760631097419E-5
class [Lorg.junit.rules.RuleChain;,15,2,7.001820473323064E-4,9.335760631097419E-5
class [[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,3,3,1.400364094664613E-4,1.400364094664613E-4
class [[[[[[[[J,2,1,9.335760631097419E-5,4.667880315548709E-5
class [[[[[[[J,6,3,2.800728189329226E-4,1.400364094664613E-4
class [[[[J,31,7,0.0014470428978201,3.2675162208840966E-4
class [[[C,113,9,0.005274704756570042,4.201092283993838E-4
class [Lorg.apache.lucene.search.QueryCachingPolicy;,36,2,0.0016804369135975353,9.335760631097419E-5
class [[[[[[[C,8,3,3.7343042524389674E-4,1.400364094664613E-4
class [[[[Ljava.util.concurrent.ExecutorService;,4,4,1.8671521262194837E-4,1.8671521262194837E-4
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,267,7,0.012463240442515055,3.2675162208840966E-4
class [[[Ljava.lang.Class;,32,2,0.001493721700975587,9.335760631097419E-5
class [[Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,62,2,0.0028940857956402,9.335760631097419E-5
class [B,7367,39,0.3438827428464734,0.0018204733230639965
class [[[D,14,5,6.535032441768193E-4,2.3339401577743548E-4
class java.util.Locale,465,22,0.0217056434673015,0.001026933669420716
class [Ljava.util.List;,16,2,7.468608504877935E-4,9.335760631097419E-5
class [Ljava.lang.CharSequence;,220,8,0.010269336694207161,3.7343042524389674E-4
class [[D,56,7,0.0026140129767072773,3.2675162208840966E-4
class [Lorg.junit.rules.TestRule;,22,2,0.001026933669420716,9.335760631097419E-5
class [[F,32,4,0.001493721700975587,1.8671521262194837E-4
class [Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,92,89,0.004294449890304812,0.004154413480838351
class [[[[S,35,7,0.0016337581104420482,3.2675162208840966E-4
class java.util.HashSet,2796,657,0.1305139336227419,0.03066797367315502
class [[[[I,13,5,6.068244410213322E-4,2.3339401577743548E-4
class [S,10447,14,0.4876534565653737,6.535032441768193E-4
class [[[[[[Ljava.lang.String;,2,2,9.335760631097419E-5,9.335760631097419E-5
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,33,6,0.001540400504131074,2.800728189329226E-4
