Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[B,39,3,0.0017745017745017745,1.365001365001365E-4
class [[[[Ljava.lang.reflect.GenericDeclaration;,9,1,4.095004095004095E-4,4.55000455000455E-5
class [Ljava.lang.reflect.GenericDeclaration;,89,5,0.004049504049504049,2.275002275002275E-4
class [[Ljava.lang.reflect.AnnotatedElement;,89,3,0.004049504049504049,1.365001365001365E-4
class java.lang.String,3956,14,0.17999817999818,6.37000637000637E-4
class java.util.Locale,500,27,0.02275002275002275,0.0012285012285012285
class [[I,11,2,5.005005005005005E-4,9.1000091000091E-5
class org.elasticsearch.common.settings.Settings$Builder,5230,1,0.23796523796523797,4.55000455000455E-5
class [[[Ljava.lang.reflect.AnnotatedElement;,14,1,6.37000637000637E-4,4.55000455000455E-5
class [Ljava.lang.Class;,24,3,0.001092001092001092,1.365001365001365E-4
class [[[[Ljava.lang.reflect.AnnotatedElement;,1,1,4.55000455000455E-5,4.55000455000455E-5
class [[Ljava.lang.Class;,2,1,9.1000091000091E-5,4.55000455000455E-5
class [[Lorg.elasticsearch.test.ESTokenStreamTestCase;,26,20,0.001183001183001183,9.1000091000091E-4
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,16687,16687,0.7592592592592593,0.7592592592592593
class [J,14296,50,0.6504686504686504,0.0022750022750022752
class [S,9719,40,0.44221494221494223,0.00182000182000182
class [Z,51,30,0.0023205023205023203,0.001365001365001365
class [Ljava.lang.reflect.Type;,37,2,0.0016835016835016834,9.1000091000091E-5
class [[[Ljava.lang.String;,97,6,0.004413504413504413,2.73000273000273E-4
class [[[S,107,3,0.004868504868504869,1.365001365001365E-4
class [Ljava.util.Set;,214,2,0.009737009737009738,9.1000091000091E-5
class [[[[[S,5,1,2.275002275002275E-4,4.55000455000455E-5
class [[[D,14,2,6.37000637000637E-4,9.1000091000091E-5
class [C,7299,97,0.3321048321048321,0.004413504413504413
class [[[[D,2,1,9.1000091000091E-5,4.55000455000455E-5
class [[J,73,3,0.0033215033215033213,1.365001365001365E-4
class org.apache.lucene.util.LuceneTestCase$1,103,1,0.004686504686504687,4.55000455000455E-5
class [[Ljava.lang.String;,276,3,0.012558012558012558,1.365001365001365E-4
class java.lang.Integer,1,1,4.55000455000455E-5,4.55000455000455E-5
class [[[[Ljava.lang.String;,20,3,9.1000091000091E-4,1.365001365001365E-4
class [[[C,9,2,4.095004095004095E-4,9.1000091000091E-5
class [Lorg.elasticsearch.common.settings.Settings$Builder;,85,75,0.0038675038675038674,0.0034125034125034124
class [[[[Lorg.apache.lucene.util.LuceneTestCase;,93,1,0.004231504231504231,4.55000455000455E-5
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,256,1,0.011648011648011648,4.55000455000455E-5
class [Ljava.lang.Object;,35,25,0.0015925015925015926,0.0011375011375011376
class [[[[[B,2,1,9.1000091000091E-5,4.55000455000455E-5
class [[[Ljava.lang.reflect.GenericDeclaration;,47,2,0.0021385021385021386,9.1000091000091E-5
class [[Ljava.io.Serializable;,149,1,0.00677950677950678,4.55000455000455E-5
class [[Ljava.lang.reflect.Type;,1,1,4.55000455000455E-5,4.55000455000455E-5
class [Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,70,1,0.003185003185003185,4.55000455000455E-5
class [Ljava.lang.Iterable;,234,1,0.010647010647010647,4.55000455000455E-5
class [[Ljava.lang.reflect.GenericDeclaration;,60,3,0.00273000273000273,1.365001365001365E-4
class [D,1704,49,0.07753207753207753,0.0022295022295022297
class [[[F,10,2,4.55000455000455E-4,9.1000091000091E-5
class [Lorg.elasticsearch.test.ESTokenStreamTestCase;,116,111,0.005278005278005278,0.005050505050505051
class [Lorg.junit.rules.TestRule;,9,9,4.095004095004095E-4,4.095004095004095E-4
class [[Ljava.util.Locale;,4,2,1.82000182000182E-4,9.1000091000091E-5
class [[[[[Ljava.lang.String;,3,1,1.365001365001365E-4,4.55000455000455E-5
class [[D,70,4,0.003185003185003185,1.82000182000182E-4
class org.junit.rules.RuleChain,23682,14887,1.0775320775320776,0.6773591773591774
class [[[[S,18,2,8.19000819000819E-4,9.1000091000091E-5
class [[Ljava.util.Set;,2,1,9.1000091000091E-5,4.55000455000455E-5
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,101,2,0.0045955045955045955,9.1000091000091E-5
class java.lang.Boolean,9,2,4.095004095004095E-4,9.1000091000091E-5
class java.lang.Class,1201,27,0.05464555464555464,0.0012285012285012285
class java.lang.Object,4,1,1.82000182000182E-4,4.55000455000455E-5
class [[[[B,7,2,3.185003185003185E-4,9.1000091000091E-5
class [[[[Lorg.apache.lucene.search.QueryCachingPolicy;,1,1,4.55000455000455E-5,4.55000455000455E-5
class [B,6171,58,0.2807807807807808,0.002639002639002639
class [[[[J,5,1,2.275002275002275E-4,4.55000455000455E-5
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,136,2,0.006188006188006188,9.1000091000091E-5
class [[[B,16,3,7.28000728000728E-4,1.365001365001365E-4
class java.util.HashSet,37588,767,1.7102557102557103,0.0348985348985349
class [[[[C,2,1,9.1000091000091E-5,4.55000455000455E-5
class [[S,219,5,0.009964509964509965,2.275002275002275E-4
class [Lorg.apache.lucene.util.LuceneTestCase;,283,64,0.012876512876512876,0.002912002912002912
class [[Lorg.apache.lucene.util.LuceneTestCase;,273,12,0.012421512421512421,5.46000546000546E-4
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,34,2,0.001547001547001547,9.1000091000091E-5
class [[[J,34,3,0.001547001547001547,1.365001365001365E-4
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,28,2,0.001274001274001274,9.1000091000091E-5
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,13,2,5.915005915005915E-4,9.1000091000091E-5
class [[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,3,1,1.365001365001365E-4,4.55000455000455E-5
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,7,1,3.185003185003185E-4,4.55000455000455E-5
class [F,5137,84,0.23373373373373374,0.003822003822003822
class [Ljava.util.Locale;,25,7,0.0011375011375011376,3.185003185003185E-4
class [[[Lorg.apache.lucene.util.LuceneTestCase;,21,11,9.555009555009555E-4,5.005005005005005E-4
class [[F,34,3,0.001547001547001547,1.365001365001365E-4
class [Ljava.lang.reflect.AnnotatedElement;,200,3,0.009100009100009101,1.365001365001365E-4
class [I,13542,1320,0.6161616161616161,0.06006006006006006
class [Ljava.io.Serializable;,647,2,0.02943852943852944,9.1000091000091E-5
class [Ljava.lang.String;,29138,43,1.3257803257803258,0.0019565019565019564
class [Lorg.apache.lucene.search.QueryCachingPolicy;,23,3,0.0010465010465010465,1.365001365001365E-4
class [[C,29,5,0.0013195013195013195,2.275002275002275E-4
class [[Lorg.elasticsearch.common.settings.Settings$Builder;,14,2,6.37000637000637E-4,9.1000091000091E-5
class [[[[[[S,1,1,4.55000455000455E-5,4.55000455000455E-5
class [[[Lorg.elasticsearch.test.ESTokenStreamTestCase;,2,2,9.1000091000091E-5,9.1000091000091E-5
