Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,16,7,7.392690477290579E-4,3.2343020838146284E-4
class [[[Ljava.lang.reflect.Type;,1,1,4.620431548306612E-5,4.620431548306612E-5
class [Lorg.apache.lucene.util.LuceneTestCase;,482,482,0.02227048006283787,0.02227048006283787
class [[S,29,8,0.0013399251490089175,3.6963452386452894E-4
class [Ljava.lang.Iterable;,140,3,0.006468604167629256,1.3861294644919834E-4
class [S,5076,80,0.2345331053920436,0.0036963452386452895
class [[[S,33,5,0.0015247424109411818,2.310215774153306E-4
class [[F,159,8,0.007346486161807513,3.6963452386452894E-4
class [[Ljava.lang.reflect.Type;,29,3,0.0013399251490089175,1.3861294644919834E-4
class [[[Lorg.elasticsearch.index.analysis.KuromojiAnalysisTests;,35,4,0.001617151041907314,1.8481726193226447E-4
class [[Lorg.elasticsearch.index.analysis.KuromojiAnalysisTests;,123,26,0.0056831308044171325,0.0012013122025597192
class [[Ljava.util.concurrent.ExecutorService;,16,5,7.392690477290579E-4,2.310215774153306E-4
class [[[Ljava.lang.Class;,12,1,5.544517857967934E-4,4.620431548306612E-5
class [Ljava.util.concurrent.ExecutorService;,10222,2,0.47230051286790187,9.240863096613223E-5
class [[[D,3,3,1.3861294644919834E-4,1.3861294644919834E-4
class [[[[Ljava.lang.String;,41,3,0.0018943769348057108,1.3861294644919834E-4
class [[[[[B,1,1,4.620431548306612E-5,4.620431548306612E-5
class [C,6474,39,0.29912673843737003,0.0018019683038395786
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,14,2,6.468604167629257E-4,9.240863096613223E-5
class [[Ljava.lang.CharSequence;,242,10,0.011181444346902,4.620431548306612E-4
class [[[B,19,4,8.778819941782563E-4,1.8481726193226447E-4
class [[Ljava.lang.reflect.AnnotatedElement;,15,1,6.930647322459918E-4,4.620431548306612E-5
class java.lang.Integer,1,1,4.620431548306612E-5,4.620431548306612E-5
