Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class org.jboss.netty.handler.codec.frame.LengthFieldBasedFrameDecoder,3931,223,0.4597123143491989,0.026078821190504035
class java.lang.Float,1628,10,0.1903870892293299,0.0011694538650450239
class org.jboss.netty.buffer.HeapChannelBufferFactory,12334,1,1.4424043971465326,1.169453865045024E-4
class [Ljava.nio.ByteBuffer;,159,18,0.01859431645421588,0.0021050169570810432
class java.lang.String,15951,28,1.8653958601333178,0.003274470822126067
class java.lang.Short,1521,15,0.17787393287334816,0.001754180797567536
class java.lang.Byte,181,7,0.021167114957314933,8.186177055315168E-4
class java.lang.Double,460,10,0.0537948777920711,0.0011694538650450239
class org.jboss.netty.buffer.SlicedChannelBuffer,69,25,0.008069231668810666,0.00292363466261256
class java.lang.Long,2181,27,0.25505788796631973,0.003157525435621565
class java.lang.Boolean,19267,2,2.253186761782248,2.338907730090048E-4
class java.nio.HeapByteBuffer,550,61,0.06431996257747633,0.007133668576774646
class java.lang.Integer,12805,59,1.4974856741901532,0.006899777803765641
class org.jboss.netty.buffer.DuplicatedChannelBuffer,294,44,0.034381943632323705,0.005145597006198105
class org.jboss.netty.buffer.BigEndianHeapChannelBuffer,1675,104,0.1958835223950415,0.012162320196468249
class java.lang.Class,299,7,0.03496667056484622,8.186177055315168E-4
class [B,5186,74,0.6064787744123494,0.008653958601333177
class org.jboss.netty.buffer.TruncatedChannelBuffer,150,45,0.01754180797567536,0.005262542392702608
class org.jboss.netty.buffer.DynamicChannelBuffer,32995,506,3.8586130277160566,0.05917436557127821
class java.nio.ByteOrder,8720,1,1.0197637703192608,1.169453865045024E-4
class java.lang.Character,258,13,0.030171909718161617,0.001520290024558531
