Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class java.util.Spliterators$IteratorSpliterator,309,309,0.13284608770421324,0.13284608770421324
class java.net.URI,409,33,0.1758383490971625,0.014187446259673258
class java.util.HashMap,50,2,0.021496130696474634,8.598452278589854E-4
class org.springframework.boot.loader.archive.SerializedObjectSupporter,3487,1,1.499140154772141,4.299226139294927E-4
class java.lang.Long,344,32,0.14789337919174547,0.013757523645743766
class org.springframework.boot.loader.archive.ExplodedArchive$FileEntryIterator,1276,1276,0.5485812553740327,0.5485812553740327
class sun.nio.fs.UnixPath,147,17,0.06319862424763542,0.007308684436801376
class java.lang.Boolean,1555,2,0.6685296646603611,8.598452278589854E-4
class java.io.ByteArrayInputStream,82,3,0.0352536543422184,0.0012897678417884782
class java.lang.Integer,244,16,0.10490111779879621,0.006878761822871883
class java.util.jar.Attributes,101,1,0.043422184006878764,4.299226139294927E-4
class java.io.BufferedInputStream,1,1,4.299226139294927E-4,4.299226139294927E-4
class org.springframework.boot.loader.archive.ExplodedArchive$FileEntry,885,435,0.38048151332760105,0.18701633705932932
class java.lang.Class,84,8,0.03611349957007739,0.0034393809114359416
class java.util.Collections$UnmodifiableRandomAccessList,6,1,0.0025795356835769563,4.299226139294927E-4
class java.util.Collections$EmptyIterator,76,1,0.03267411865864144,4.299226139294927E-4
class java.util.Collections$ReverseComparator2,160,145,0.06878761822871883,0.06233877901977644
class org.springframework.boot.loader.archive.ExplodedArchive$FileEntryIterator$EntryComparator,691,233,0.29707652622527947,0.1001719690455718
class java.io.File,7654,161,3.290627687016337,0.06921754084264832
class java.lang.String,1287,65,0.5533104041272571,0.027944969905417026
class java.util.jar.Manifest,1145,1,0.4922613929492691,4.299226139294927E-4
class java.util.AbstractList$Itr,48,1,0.02063628546861565,4.299226139294927E-4
class [Ljava.lang.Class;,23,9,0.009888220120378332,0.003869303525365434
class java.util.Comparator$$Lambda$216/1682631585,36,1,0.015477214101461736,4.299226139294927E-4
class java.util.HashSet,153,1,0.06577815993121239,4.299226139294927E-4
class sun.net.www.protocol.file.FileURLConnection,25,25,0.010748065348237317,0.010748065348237317
class sun.net.www.content.text.PlainTextInputStream,32,32,0.013757523645743766,0.013757523645743766
class org.springframework.boot.loader.archive.ExplodedArchive,5571,195,2.3950988822012036,0.08383490971625107
class java.net.URL,927,79,0.39853826311263973,0.033963886500429925
class java.lang.Character,2,2,8.598452278589854E-4,8.598452278589854E-4
class java.util.LinkedList,269,4,0.11564918314703354,0.0017196904557179708
