Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class java.lang.Float,1310,112,0.04977014551118879,0.004255157478819194
class java.lang.String,5288,413,0.2009042209642491,0.015690893203145775
class java.lang.Short,243,80,0.009232172029938071,0.003039398199156567
class java.lang.Byte,238,83,0.009042209642490787,0.0031533756316249385
class [Ljava.nio.ByteBuffer;,988,1,0.037536567759583604,3.799247748945709E-5
class java.lang.Double,1394,101,0.05296151362030318,0.0038372402264351658
class java.lang.Long,7818,433,0.2970251890125755,0.01645074275293492
class java.lang.Boolean,8277,2,0.3144637361802363,7.598495497891418E-5
class org.apache.cassandra.thrift.Cassandra$Client,16210,2,0.6158580601040994,7.598495497891418E-5
class me.prettyprint.cassandra.service.CassandraHost,6855,2539,0.26043843319022836,0.09646290034573154
class java.lang.Integer,5043,119,0.1915960639793321,0.0045211048212453935
class java.util.ArrayList,988,1,0.037536567759583604,3.799247748945709E-5
class me.prettyprint.cassandra.connection.client.HThriftClient,2050,1787,0.07788457885338702,0.06789255727365981
class java.lang.Class,247,3,0.009384141939895901,1.1397743246837126E-4
class java.util.concurrent.atomic.AtomicLong,4064,518,0.1544014285171536,0.019680103339538773
