TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.thinkaurelius.titan.graphdb.database.serialize.SerializerInitialization,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8541666666666666,214,211
