Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[C,129,4,0.005596043727225403,1.7352073572791948E-4
class [[[Ljava.util.Set;,64,1,0.0027763317716467117,4.338018393197987E-5
class [[[[[I,1,1,4.338018393197987E-5,4.338018393197987E-5
class [[[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,4,1,1.7352073572791948E-4,4.338018393197987E-5
class [[I,87,7,0.0037740760020822488,3.036612875238591E-4
class [F,1946,88,0.08441783793163284,0.0038174561860142286
class [[[[I,15,2,6.507027589796981E-4,8.676036786395974E-5
class [[Ljava.lang.CharSequence;,7,1,3.036612875238591E-4,4.338018393197987E-5
class [Z,79,42,0.00342703453062641,0.0018219677251431546
class [D,4749,43,0.2060124934929724,0.0018653479090751345
class [[[[D,45,3,0.0019521082769390942,1.301405517959396E-4
class [[Lorg.elasticsearch.test.ESTokenStreamTestCase;,32,1,0.0013881658858233559,4.338018393197987E-5
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,16865,16865,0.7316068020128406,0.7316068020128406
class [[[[C,98,3,0.004251258025334027,1.301405517959396E-4
class [[D,431,4,0.018696859274683324,1.7352073572791948E-4
class [[J,31,3,0.001344785701891376,1.301405517959396E-4
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,13,1,5.639423911157383E-4,4.338018393197987E-5
class [[Ljava.util.Locale;,39,4,0.001691827173347215,1.7352073572791948E-4
class [Lorg.apache.lucene.search.QueryCachingPolicy;,427,3,0.018523338538955405,1.301405517959396E-4
class [Ljava.lang.String;,3823,746,0.16584244317195904,0.032361617213256984
class [[[B,14,1,6.073225750477182E-4,4.338018393197987E-5
class [[[F,5,2,2.1690091965989935E-4,8.676036786395974E-5
class [[[S,69,4,0.002993232691306611,1.7352073572791948E-4
class [[Ljava.lang.Class;,4,1,1.7352073572791948E-4,4.338018393197987E-5
class [[[J,10,2,4.338018393197987E-4,8.676036786395974E-5
class [[[[[[[[D,5,1,2.1690091965989935E-4,4.338018393197987E-5
class [[[Ljava.lang.String;,6,2,2.602811035918792E-4,8.676036786395974E-5
class [[Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,53,1,0.002299149748394933,4.338018393197987E-5
class java.util.HashSet,14498,816,0.6289259066458441,0.035398230088495575
class [[[[[S,7,2,3.036612875238591E-4,8.676036786395974E-5
class [[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,5,2,2.1690091965989935E-4,8.676036786395974E-5
class [Ljava.util.Locale;,114,4,0.004945340968245705,1.7352073572791948E-4
class java.lang.Boolean,9,2,3.9042165538781884E-4,8.676036786395974E-5
class [[[D,121,4,0.005249002255769564,1.7352073572791948E-4
class [[[[[C,18,3,7.808433107756377E-4,1.301405517959396E-4
class java.lang.String,5156,14,0.22366822835328823,6.073225750477182E-4
class [[[[[[[C,1,1,4.338018393197987E-5,4.338018393197987E-5
class [[Ljava.util.Set;,326,1,0.014141939961825438,4.338018393197987E-5
class [Ljava.util.Set;,54,1,0.002342529932326913,4.338018393197987E-5
class [[[I,33,4,0.0014315460697553357,1.7352073572791948E-4
class java.util.Locale,445,22,0.019304181849731043,9.543640465035572E-4
class [[Lorg.junit.rules.TestRule;,5,5,2.1690091965989935E-4,2.1690091965989935E-4
class [Ljava.util.Collection;,136,1,0.0058997050147492625,4.338018393197987E-5
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,66,3,0.0028630921395106715,1.301405517959396E-4
class [[[[[[D,57,1,0.0024726704841228526,4.338018393197987E-5
class org.elasticsearch.common.settings.Settings$Builder,7198,1,0.3122505639423911,4.338018393197987E-5
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,35,2,0.0015183064376192955,8.676036786395974E-5
class [Ljava.lang.Class;,770,2,0.0334027416276245,8.676036786395974E-5
class [[[C,51,3,0.0022123893805309734,1.301405517959396E-4
class org.apache.lucene.util.LuceneTestCase$1,1351,1,0.05860662849210481,4.338018393197987E-5
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,624,1,0.02706923477355544,4.338018393197987E-5
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,65,3,0.0028197119555786916,1.301405517959396E-4
class [[[Ljava.util.Locale;,2,1,8.676036786395974E-5,4.338018393197987E-5
class [[B,75,4,0.0032535137948984903,1.7352073572791948E-4
class [[[Ljava.lang.Class;,6,1,2.602811035918792E-4,4.338018393197987E-5
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,513,3,0.022254034357105674,1.301405517959396E-4
class [J,6020,84,0.2611487072705188,0.003643935450286309
class [[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,33,5,0.0014315460697553357,2.1690091965989935E-4
class [Ljava.lang.Object;,14,11,6.073225750477182E-4,4.771820232517786E-4
class [[F,43,4,0.0018653479090751345,1.7352073572791948E-4
class [[[[[[[D,8,1,3.4704147145583897E-4,4.338018393197987E-5
class [Ljava.lang.CharSequence;,6508,2,0.282318237029325,8.676036786395974E-5
class org.junit.rules.RuleChain,8830,7155,0.38304702411938224,0.310385216033316
class [Lorg.elasticsearch.test.ESTokenStreamTestCase;,6,6,2.602811035918792E-4,2.602811035918792E-4
class java.lang.Class,1311,25,0.056871421134825614,0.0010845045982994968
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,65,3,0.0028197119555786916,1.301405517959396E-4
class [[[[[[C,8,2,3.4704147145583897E-4,8.676036786395974E-5
class [Lorg.apache.lucene.util.LuceneTestCase;,10,10,4.338018393197987E-4,4.338018393197987E-4
class java.lang.Object,390,1,0.01691827173347215,4.338018393197987E-5
class [I,23386,1198,1.0144889814332814,0.051969460350511885
class [[Ljava.lang.String;,57,3,0.0024726704841228526,1.301405517959396E-4
class [[S,169,5,0.007331251084504598,2.1690091965989935E-4
class [S,15752,16,0.6833246572965469,6.940829429116779E-4
class [[Lorg.apache.lucene.util.LuceneTestCase;,1,1,4.338018393197987E-5,4.338018393197987E-5
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,108,3,0.004685059864653826,1.301405517959396E-4
class [B,7064,43,0.30643761929550584,0.0018653479090751345
class [Lorg.elasticsearch.common.settings.Settings$Builder;,8,8,3.4704147145583897E-4,3.4704147145583897E-4
class [[[[[D,16,2,6.940829429116779E-4,8.676036786395974E-5
class [Lorg.junit.rules.TestRule;,138,138,0.005986465382613222,0.005986465382613222
class [[[[S,16,3,6.940829429116779E-4,1.301405517959396E-4
class [[[[Ljava.util.Set;,6,1,2.602811035918792E-4,4.338018393197987E-5
class [[[[F,2,1,8.676036786395974E-5,4.338018393197987E-5
class [C,7671,95,0.3327693909422176,0.004121117473538088
class [Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,62,62,0.002689571403782752,0.002689571403782752
class java.lang.Integer,1,1,4.338018393197987E-5,4.338018393197987E-5
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,71,2,0.003079993059170571,8.676036786395974E-5
class [Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,118,13,0.005118861703973625,5.639423911157383E-4
