Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[[[Lorg.apache.lucene.search.QueryCachingPolicy;,1,1,4.312761461163583E-5,4.312761461163583E-5
class java.lang.Boolean,9,2,3.8814853150472245E-4,8.625522922327166E-5
class org.junit.rules.RuleChain,25304,15881,1.091301160132833,0.6849096476473886
class [[[S,115,3,0.00495967568033812,1.2938284383490748E-4
class [C,7649,97,0.32988312416440246,0.004183378617328676
class org.elasticsearch.common.settings.Settings$Builder,5626,1,0.2426359598050632,4.312761461163583E-5
class [[S,231,5,0.009962478975287877,2.1563807305817915E-4
class [[[[[[S,1,1,4.312761461163583E-5,4.312761461163583E-5
class [[[Ljava.lang.reflect.AnnotatedElement;,16,2,6.900418337861733E-4,8.625522922327166E-5
class java.util.Locale,530,27,0.02285763574416699,0.0011644455945141673
class [[Lorg.elasticsearch.common.settings.Settings$Builder;,15,2,6.469142191745374E-4,8.625522922327166E-5
class [Ljava.lang.reflect.AnnotatedElement;,210,3,0.009056799068443524,1.2938284383490748E-4
class [I,14405,1320,0.6212532884806141,0.056928451287359294
class java.lang.Object,4,1,1.7251045844654333E-4,4.312761461163583E-5
class [Ljava.lang.String;,30452,43,1.3133221201535343,0.0018544874283003407
class java.lang.Integer,1,1,4.312761461163583E-5,4.312761461163583E-5
class [[D,72,4,0.0031051882520377796,1.7251045844654333E-4
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,7,1,3.018933022814508E-4,4.312761461163583E-5
class [Ljava.lang.reflect.GenericDeclaration;,98,5,0.004226506231940311,2.1563807305817915E-4
class [[[[[Lorg.apache.lucene.util.LuceneTestCase;,1,1,4.312761461163583E-5,4.312761461163583E-5
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,37,2,0.0015957217406305257,8.625522922327166E-5
class [[[[Ljava.lang.String;,21,3,9.056799068443525E-4,1.2938284383490748E-4
class [F,5383,84,0.23215594945443568,0.00362271962737741
class [[[F,10,2,4.312761461163583E-4,8.625522922327166E-5
class org.apache.lucene.util.LuceneTestCase$1,120,1,0.005175313753396299,4.312761461163583E-5
class [[J,79,3,0.0034070815543192304,1.2938284383490748E-4
class [Lorg.elasticsearch.common.settings.Settings$Builder;,89,78,0.003838357700435589,0.003363953939707595
class [[[[[S,5,1,2.1563807305817915E-4,4.312761461163583E-5
class [[[Ljava.lang.String;,105,6,0.004528399534221762,2.5876568766981497E-4
class java.util.HashSet,39408,807,1.6995730366153448,0.03480398499159011
class [[[[Ljava.lang.reflect.AnnotatedElement;,2,2,8.625522922327166E-5,8.625522922327166E-5
class [Ljava.lang.Iterable;,248,1,0.010695648423685686,4.312761461163583E-5
class [[[J,36,3,0.0015525941260188898,1.2938284383490748E-4
class [[[[[B,3,1,1.2938284383490748E-4,4.312761461163583E-5
class [Ljava.lang.reflect.Type;,39,2,0.0016819769698537975,8.625522922327166E-5
class [Lorg.apache.lucene.search.QueryCachingPolicy;,27,3,0.0011644455945141673,1.2938284383490748E-4
class [Ljava.lang.Object;,38,25,0.0016388493552421616,0.0010781903652908958
class [[B,40,4,0.0017251045844654332,1.7251045844654333E-4
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,30,2,0.0012938284383490748,8.625522922327166E-5
class [[Ljava.io.Serializable;,155,1,0.006684780264803554,4.312761461163583E-5
class [[C,34,5,0.0014663388967956182,2.1563807305817915E-4
class [Ljava.util.Locale;,32,7,0.0013800836675723466,3.018933022814508E-4
class [[Ljava.lang.String;,285,3,0.012291370164316211,1.2938284383490748E-4
class [[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,3,1,1.2938284383490748E-4,4.312761461163583E-5
class [[Ljava.lang.reflect.Type;,1,1,4.312761461163583E-5,4.312761461163583E-5
class [[[[Lorg.elasticsearch.common.settings.Settings$Builder;,1,1,4.312761461163583E-5,4.312761461163583E-5
class [J,14891,50,0.6422133091818691,0.0021563807305817915
class [[F,34,3,0.0014663388967956182,1.2938284383490748E-4
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,17816,17816,0.768361581920904,0.768361581920904
class [[[B,24,3,0.0010350627506792599,1.2938284383490748E-4
class [Ljava.util.Set;,232,2,0.010005606589899513,8.625522922327166E-5
class [[Ljava.lang.reflect.GenericDeclaration;,63,3,0.0027170397205330574,1.2938284383490748E-4
class [[Ljava.lang.Class;,2,1,8.625522922327166E-5,4.312761461163583E-5
class [Z,51,30,0.0021995083451934274,0.0012938284383490748
class [[[D,14,2,6.037866045629016E-4,8.625522922327166E-5
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,269,1,0.011601328330530038,4.312761461163583E-5
class [[[Lorg.apache.lucene.util.LuceneTestCase;,23,11,9.919351360676242E-4,4.7440376072799414E-4
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,118,2,0.005089058524173028,8.625522922327166E-5
class [B,6618,59,0.28541855349980594,0.002544529262086514
class [[Lorg.apache.lucene.util.LuceneTestCase;,302,12,0.01302453961271402,5.175313753396299E-4
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,143,2,0.006167248889463924,8.625522922327166E-5
class java.lang.Class,1286,27,0.05546211239056368,0.0011644455945141673
class [[[[S,19,2,8.194246776210808E-4,8.625522922327166E-5
class [[[[Lorg.apache.lucene.util.LuceneTestCase;,110,1,0.004744037607279941,4.312761461163583E-5
class [D,1828,51,0.0788372795100703,0.0021995083451934274
class java.lang.String,4317,14,0.1861819122784319,6.037866045629016E-4
class [[[[[Ljava.lang.String;,3,1,1.2938284383490748E-4,4.312761461163583E-5
class [[Ljava.util.Set;,2,1,8.625522922327166E-5,4.312761461163583E-5
