Methods called,Number of times,Number of times (Normalized)
"public retrofit.RestAdapter retrofit.SerializedObjectSupporter.deserializeObjectLogLevel3() throws java.io.IOException",38,0.020397208803005905
"public retrofit.RestAdapter retrofit.SerializedObjectSupporter.deserializeObjectLogLevel2() throws java.io.IOException",37,0.019860440150295224
"public retrofit.RestAdapter retrofit.SerializedObjectSupporter.deserializeObjectLogLevel1() throws java.io.IOException",33,0.017713365539452495
"public static final java.lang.String retrofit.RestAdapter.IDLE_THREAD_NAME",1,5.367686527106817E-4
"public final java.util.concurrent.Executor retrofit.RestAdapter.callbackExecutor",76,0.04079441760601181
"BASIC",5,0.0026838432635534087
"public retrofit.client.Client$Provider retrofit.RestAdapter$Builder.clientProvider",462,0.24798711755233493
"public retrofit.client.Client$Provider retrofit.RestAdapter$Builder.clientProvider",394,0.21148684916800858
"public java.util.concurrent.Executor retrofit.RestAdapter$Builder.getcallbackExecutor()",820,0.440150295222759
"public retrofit.Server retrofit.RestAdapter.getserver()",440,0.23617820719269994
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString5() throws java.io.IOException",83,0.04455179817498658
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString2() throws java.io.IOException",324,0.17391304347826086
"public final retrofit.converter.Converter retrofit.RestAdapter.converter",268,0.1438539989264627
"public static final int retrofit.RestAdapter.LOG_CHUNK_SIZE",1,5.367686527106817E-4
"public final java.util.List retrofit.client.Request.headers",76,0.04079441760601181
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString3() throws java.io.IOException",160,0.08588298443370908
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString1() throws java.io.IOException",115,0.06172839506172839
"public java.lang.String retrofit.SerializedObjectSupporter.deserializeObjectString4() throws java.io.IOException",169,0.09071390230810521
"public retrofit.RequestInterceptor retrofit.SerializedObjectSupporter.deserializeObjectRequestInterceptor1() throws java.io.IOException",1537,0.8250134192163178
"public retrofit.Server retrofit.RestAdapter$Builder.server",319,0.17122920021470747
"public retrofit.Server retrofit.RestAdapter$Builder.server",541,0.2903918411164788
"public retrofit.RestAdapter$Log retrofit.RestAdapter$Builder.log",358,0.19216317767042404
"public retrofit.RestAdapter$Log retrofit.RestAdapter$Builder.log",352,0.18894256575415996
"public retrofit.RestAdapter$Builder retrofit.RestAdapter$Builder.setLogLevel(retrofit.RestAdapter$LogLevel)",181,0.09715512614063339
"public retrofit.RequestInterceptor retrofit.RestAdapter$Builder.requestInterceptor",65,0.03488996242619431
"public retrofit.RequestInterceptor retrofit.RestAdapter$Builder.requestInterceptor",296,0.1588835212023618
