Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class org.elasticsearch.cluster.metadata.IndexMetaData$State,218,2,0.09144295302013423,8.389261744966443E-4
class java.lang.Long,487,5,0.2042785234899329,0.0020973154362416107
class org.elasticsearch.common.xcontent.ToXContent$1,156,1,0.06543624161073826,4.1946308724832214E-4
class java.lang.Integer,828,8,0.34731543624161076,0.003355704697986577
class org.elasticsearch.cluster.metadata.IndexMetaData$IndexMetaDataDiff,244,244,0.10234899328859061,0.10234899328859061
class java.util.Collections$UnmodifiableSet,1,1,4.1946308724832214E-4,4.1946308724832214E-4
class org.elasticsearch.common.collect.ImmutableOpenMap,458,1,0.19211409395973153,4.1946308724832214E-4
class org.elasticsearch.common.settings.Settings,4824,33,2.023489932885906,0.013842281879194632
class java.lang.Byte,34,1,0.014261744966442953,4.1946308724832214E-4
class org.elasticsearch.common.unit.RatioValue,1,1,4.1946308724832214E-4,4.1946308724832214E-4
class org.elasticsearch.common.settings.Setting$Property,2,1,8.389261744966443E-4,4.1946308724832214E-4
class org.elasticsearch.common.settings.Setting$3,10,4,0.0041946308724832215,0.0016778523489932886
class java.lang.Class,44,9,0.018456375838926176,0.0037751677852348995
class org.elasticsearch.cluster.metadata.IndexMetaData$1,1,1,4.1946308724832214E-4,4.1946308724832214E-4
class org.elasticsearch.common.settings.IndexScopedSettings$$Lambda$81/366590980,91,1,0.038171140939597316,4.1946308724832214E-4
class java.lang.String,272,33,0.11409395973154363,0.013842281879194632
class java.util.LinkedHashMap,134,50,0.05620805369127517,0.02097315436241611
class org.elasticsearch.Version,209,1,0.08766778523489933,4.1946308724832214E-4
class java.util.HashSet,37,2,0.01552013422818792,8.389261744966443E-4
class org.elasticsearch.cluster.block.ClusterBlock,4,4,0.0016778523489932886,0.0016778523489932886
class org.elasticsearch.common.settings.Settings$Builder,4514,331,1.8934563758389262,0.13884228187919462
class java.util.Collections$EmptySet,12,1,0.0050335570469798654,4.1946308724832214E-4
class [Ljava.lang.String;,2073,10,0.8695469798657718,0.0041946308724832215
class org.elasticsearch.common.collect.ImmutableOpenIntMap,165,1,0.06921140939597316,4.1946308724832214E-4
class org.elasticsearch.cluster.metadata.IndexMetaData$Builder,5243,1286,2.199244966442953,0.5394295302013423
class org.elasticsearch.common.settings.Setting,31,30,0.013003355704697987,0.012583892617449664
class org.elasticsearch.common.unit.TimeValue,4,3,0.0016778523489932886,0.0012583892617449664
class java.util.HashMap,14,2,0.00587248322147651,8.389261744966443E-4
class org.elasticsearch.common.settings.IndexScopedSettings,721,1,0.3024328859060403,4.1946308724832214E-4
class java.util.Collections$UnmodifiableMap,1302,3,0.5461409395973155,0.0012583892617449664
class java.util.ArrayList,206,4,0.08640939597315436,0.0016778523489932886
class org.apache.lucene.index.TieredMergePolicy,1,1,4.1946308724832214E-4,4.1946308724832214E-4
class java.lang.Boolean,2218,2,0.9303691275167785,8.389261744966443E-4
class org.elasticsearch.cluster.metadata.IndexMetaData,1069,5,0.4484060402684564,0.0020973154362416107
class org.elasticsearch.index.IndexSettings,35,35,0.014681208053691275,0.014681208053691275
class java.util.LinkedHashSet,20,2,0.008389261744966443,8.389261744966443E-4
class org.elasticsearch.index.Index,9,1,0.0037751677852348995,4.1946308724832214E-4
class org.elasticsearch.index.translog.Translog$Durability,1,1,4.1946308724832214E-4,4.1946308724832214E-4
