Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[[Ljava.util.List;,4,2,1.724435247456458E-4,8.62217623728229E-5
class [Ljava.util.concurrent.ExecutorService;,6269,2,0.27026211415761336,8.62217623728229E-5
class [[[[[[J,1,1,4.311088118641145E-5,4.311088118641145E-5
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,13,7,5.604414554233488E-4,3.0177616830488014E-4
class [[[J,89,6,0.003836868425590619,2.586652871184687E-4
class [[C,9,6,3.8799793067770304E-4,2.586652871184687E-4
class [[[[[Lorg.junit.rules.RuleChain;,1,1,4.311088118641145E-5,4.311088118641145E-5
class [S,8610,49,0.37118468701500257,0.002112433178134161
class org.apache.lucene.util.LuceneTestCase$1,314,1,0.013536816692533196,4.311088118641145E-5
class [[[[[[[Ljava.util.concurrent.ExecutorService;,1,1,4.311088118641145E-5,4.311088118641145E-5
class [J,6013,69,0.25922572857389203,0.00297465080186239
class [[J,116,9,0.005000862217623728,3.8799793067770304E-4
class [[[[[Ljava.util.Collection;,2,2,8.62217623728229E-5,8.62217623728229E-5
class [[[Lorg.elasticsearch.test.ESTestCase;,1,1,4.311088118641145E-5,4.311088118641145E-5
class [Lorg.elasticsearch.test.ESTestCase;,133,38,0.005733747197792723,0.001638213485083635
class [[F,249,12,0.01073460941541645,5.173305742369374E-4
class [[[Ljava.util.concurrent.ExecutorService;,126,8,0.005431971029487843,3.448870494912916E-4
class [[D,120,13,0.005173305742369374,5.604414554233488E-4
class [[[S,88,12,0.0037937575444042075,5.173305742369374E-4
class [[[Ljava.lang.Class;,4,2,1.724435247456458E-4,8.62217623728229E-5
class [Ljava.util.Collection;,208,3,0.008967063286773581,1.2933264355923435E-4
class [[Ljava.util.Set;,22,6,9.484393861010519E-4,2.586652871184687E-4
class [Ljava.util.Set;,458,5,0.019744783583376443,2.1555440593205724E-4
class [[[[Lorg.apache.lucene.search.QueryCachingPolicy;,5,4,2.1555440593205724E-4,1.724435247456458E-4
class [Ljava.util.Locale;,7,5,3.0177616830488014E-4,2.1555440593205724E-4
class java.util.Locale,281,20,0.012114157613381617,8.62217623728229E-4
class [[[Ljava.lang.String;,275,4,0.011855492326263149,1.724435247456458E-4
class [[[[Lorg.junit.rules.RuleChain;,11,4,4.7421969305052594E-4,1.724435247456458E-4
class [Lorg.elasticsearch.index.analysis.KuromojiAnalysisTests;,44,43,0.0018968787722021038,0.0018537678910156923
class [[Lorg.elasticsearch.index.analysis.KuromojiAnalysisTests;,15,5,6.466632177961717E-4,2.1555440593205724E-4
class [[Lorg.apache.lucene.util.LuceneTestCase;,3,3,1.2933264355923435E-4,1.2933264355923435E-4
class [Lorg.junit.rules.RuleChain;,238,3,0.010260389722365926,1.2933264355923435E-4
class [[Ljava.util.Locale;,1,1,4.311088118641145E-5,4.311088118641145E-5
class [[I,20,4,8.62217623728229E-4,1.724435247456458E-4
class [[[[D,13,8,5.604414554233488E-4,3.448870494912916E-4
class [[[Lorg.elasticsearch.index.analysis.KuromojiAnalysisTests;,16,2,6.897740989825832E-4,8.62217623728229E-5
class [Ljava.lang.Cloneable;,1,1,4.311088118641145E-5,4.311088118641145E-5
class [[Lorg.elasticsearch.test.ESTestCase;,25,20,0.0010777720296602862,8.62217623728229E-4
class [[[[Lorg.elasticsearch.index.analysis.KuromojiAnalysisTests;,2,2,8.62217623728229E-5,8.62217623728229E-5
class [[[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,2,1,8.62217623728229E-5,4.311088118641145E-5
class [[[Ljava.util.Set;,6,3,2.586652871184687E-4,1.2933264355923435E-4
class [[[[[[[Ljava.lang.String;,8,3,3.448870494912916E-4,1.2933264355923435E-4
class java.lang.Object,110,1,0.004742196930505259,4.311088118641145E-5
class [[[[[S,2,2,8.62217623728229E-5,8.62217623728229E-5
class java.util.ArrayList$SubList,912,497,0.03931712364200724,0.02142610794964649
class [[Ljava.util.concurrent.ExecutorService;,164,7,0.007070184514571478,3.0177616830488014E-4
class [Lorg.apache.lucene.search.QueryCachingPolicy;,92,7,0.003966201069149853,3.0177616830488014E-4
class [[Ljava.lang.reflect.AnnotatedElement;,10,2,4.311088118641145E-4,8.62217623728229E-5
class [[Ljava.lang.String;,349,11,0.015045697534057597,4.7421969305052594E-4
class [[[[[[S,1,1,4.311088118641145E-5,4.311088118641145E-5
class [[Ljava.util.List;,36,3,0.0015519917227108122,1.2933264355923435E-4
class java.util.HashSet,7759,564,0.33449732712536645,0.02431453698913606
class [[Ljava.lang.Class;,58,4,0.002500431108811864,1.724435247456458E-4
class [[[D,38,11,0.001638213485083635,4.7421969305052594E-4
class [[[[[[F,2,2,8.62217623728229E-5,8.62217623728229E-5
class [[[[[Ljava.lang.String;,44,4,0.0018968787722021038,1.724435247456458E-4
class [Ljava.lang.reflect.Type;,29,3,0.001250215554405932,1.2933264355923435E-4
class [C,3124,170,0.13467839282634936,0.007328849801689946
class [Lorg.apache.lucene.util.LuceneTestCase;,16,16,6.897740989825832E-4,6.897740989825832E-4
class [[[I,2,1,8.62217623728229E-5,4.311088118641145E-5
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,42,4,0.0018106570098292809,1.724435247456458E-4
class [[[[[[Ljava.util.concurrent.ExecutorService;,17,4,7.328849801689946E-4,1.724435247456458E-4
class java.lang.Integer,1,1,4.311088118641145E-5,4.311088118641145E-5
class [[[B,12,3,5.173305742369374E-4,1.2933264355923435E-4
class [[[Lorg.junit.rules.RuleChain;,33,4,0.0014226590791515778,1.724435247456458E-4
class [D,2965,71,0.12782376271770995,0.003060872564235213
class [Lorg.junit.Assert;,2,2,8.62217623728229E-5,8.62217623728229E-5
class [Ljava.util.List;,220,3,0.009484393861010519,1.2933264355923435E-4
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,74,6,0.0031902052077944472,2.586652871184687E-4
class [B,4938,70,0.21288153129849974,0.0030177616830488014
class [F,4308,74,0.18572167615106053,0.0031902052077944472
class [[[[Ljava.util.Collection;,10,5,4.311088118641145E-4,2.1555440593205724E-4
class [Ljava.lang.String;,7069,13,0.30475081910674257,5.604414554233488E-4
class [[[[[[[[Ljava.lang.String;,2,2,8.62217623728229E-5,8.62217623728229E-5
class java.lang.Boolean,16407,2,0.7073202276254527,8.62217623728229E-5
class [[Lorg.junit.rules.RuleChain;,52,4,0.0022417658216933953,1.724435247456458E-4
class java.lang.String,9278,12,0.39998275564752545,5.173305742369374E-4
class [[[[S,18,8,7.759958613554061E-4,3.448870494912916E-4
class [[[[Ljava.lang.String;,73,5,0.0031470943266080358,2.1555440593205724E-4
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,51,6,0.002198654940506984,2.586652871184687E-4
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,22,6,9.484393861010519E-4,2.586652871184687E-4
class java.util.ArrayList,8,6,3.448870494912916E-4,2.586652871184687E-4
class org.junit.rules.RuleChain,11493,10126,0.4954733574754268,0.4365407828936023
class [[[[[D,3,3,1.2933264355923435E-4,1.2933264355923435E-4
class [Ljava.lang.Class;,164,5,0.007070184514571478,2.1555440593205724E-4
class [[[[[J,5,3,2.1555440593205724E-4,1.2933264355923435E-4
class [[[Ljava.lang.reflect.AnnotatedElement;,2,1,8.62217623728229E-5,4.311088118641145E-5
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,1,1,4.311088118641145E-5,4.311088118641145E-5
class [[[C,4,2,1.724435247456458E-4,8.62217623728229E-5
class [Ljava.lang.Object;,14,14,6.035523366097603E-4,6.035523366097603E-4
class [[[[C,1,1,4.311088118641145E-5,4.311088118641145E-5
class [[[[[Ljava.util.concurrent.ExecutorService;,43,4,0.0018537678910156923,1.724435247456458E-4
class java.lang.Class,1351,21,0.05824280048284187,9.053285049146404E-4
class [[[[[F,13,4,5.604414554233488E-4,1.724435247456458E-4
class [I,8073,56,0.34803414381789965,0.002414209346439041
class [[Ljava.lang.reflect.Type;,1,1,4.311088118641145E-5,4.311088118641145E-5
class [[[[Ljava.util.concurrent.ExecutorService;,89,5,0.003836868425590619,2.1555440593205724E-4
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,614,1,0.02647008104845663,4.311088118641145E-5
class [[[Ljava.util.Collection;,49,5,0.002112433178134161,2.1555440593205724E-4
class [[[[F,43,6,0.0018537678910156923,2.586652871184687E-4
class org.elasticsearch.index.analysis.KuromojiAnalysisTests,21155,21155,0.9120106914985342,0.9120106914985342
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,1,1,4.311088118641145E-5,4.311088118641145E-5
class [[S,181,15,0.007803069494740473,6.466632177961717E-4
class [Ljava.lang.reflect.AnnotatedElement;,50,3,0.0021555440593205724,1.2933264355923435E-4
class [[[[J,23,6,9.915502672874633E-4,2.586652871184687E-4
class [Ljava.io.Serializable;,23,1,9.915502672874633E-4,4.311088118641145E-5
class [[Ljava.util.Collection;,70,4,0.0030177616830488014,1.724435247456458E-4
class [[[F,103,10,0.00444042076220038,4.311088118641145E-4
class [[B,28,6,0.0012071046732195206,2.586652871184687E-4
class [[[[[[Ljava.lang.String;,18,4,7.759958613554061E-4,1.724435247456458E-4
