Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[Ljava.lang.Class;,154,2,0.006557377049180328,8.516074089844582E-5
class [Ljava.util.Collection;,128,37,0.005450287417500532,0.0015754737066212476
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,2,1,8.516074089844582E-5,4.258037044922291E-5
class [[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,132,6,0.005620608899297424,2.5548222269533745E-4
class [[[[Ljava.lang.Class;,6,2,2.5548222269533745E-4,8.516074089844582E-5
class [[J,41,12,0.0017457951884181392,5.109644453906749E-4
class [C,7527,63,0.3205024483713008,0.002682563338301043
class java.lang.Object,1,1,4.258037044922291E-5,4.258037044922291E-5
class org.junit.rules.RuleChain,12729,10537,0.5420055354481584,0.4486693634234618
class [[[[[Ljava.util.concurrent.ExecutorService;,1,1,4.258037044922291E-5,4.258037044922291E-5
class [[[Ljava.lang.reflect.GenericDeclaration;,9,4,3.832233340430062E-4,1.7032148179689163E-4
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,704,1,0.029976580796252927,4.258037044922291E-5
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,159,5,0.006770278901426442,2.1290185224611454E-4
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,32,4,0.001362571854375133,1.7032148179689163E-4
class [[Ljava.util.Collection;,8,4,3.4064296359378327E-4,1.7032148179689163E-4
class [[Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,7,7,2.9806259314456036E-4,2.9806259314456036E-4
class [Lorg.elasticsearch.test.ESTestCase;,1,1,4.258037044922291E-5,4.258037044922291E-5
class [[[[[D,1,1,4.258037044922291E-5,4.258037044922291E-5
class [[[[[Lorg.junit.rules.TestRule;,1,1,4.258037044922291E-5,4.258037044922291E-5
class [B,5525,93,0.23525654673195656,0.0039599744517777305
class [[[[J,3,2,1.2774111134766872E-4,8.516074089844582E-5
class [[[Ljava.util.Locale;,16,4,6.812859271875665E-4,1.7032148179689163E-4
class java.lang.Boolean,17396,2,0.7407281243346817,8.516074089844582E-5
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,439,4,0.018692782627208856,1.7032148179689163E-4
