Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class java.lang.Boolean,3572,2,0.15881202205228526,8.892050506846879E-5
class [[Ljava.lang.reflect.GenericDeclaration;,17,1,7.558242930819847E-4,4.4460252534234394E-5
class [[[[Ljava.lang.reflect.GenericDeclaration;,1,1,4.4460252534234394E-5,4.4460252534234394E-5
class [I,5315,18,0.23630624221945581,8.002845456162192E-4
class java.lang.Object,3,1,1.3338075760270317E-4,4.4460252534234394E-5
class [[[[[B,3,1,1.3338075760270317E-4,4.4460252534234394E-5
class [[[[Ljava.util.concurrent.ExecutorService;,7,5,3.112217677396408E-4,2.2230126267117198E-4
class [[S,77,7,0.003423439445136048,3.112217677396408E-4
class [[[[D,14,7,6.224435354792816E-4,3.112217677396408E-4
class [[[[[Ljava.lang.Iterable;,2,1,8.892050506846879E-5,4.4460252534234394E-5
class [Lorg.apache.lucene.search.QueryCachingPolicy;,86,4,0.003823581717944158,1.7784101013693757E-4
class java.util.ArrayList$SubList,860,234,0.03823581717944158,0.010403699093010848
class [Ljava.lang.CharSequence;,37,3,0.0016450293437666726,1.3338075760270317E-4
class [[[[[S,3,3,1.3338075760270317E-4,1.3338075760270317E-4
class [[[Ljava.lang.String;,44,8,0.0019562511115063133,3.5568202027387515E-4
class [[[[Ljava.util.Set;,26,2,0.0011559665658900944,8.892050506846879E-5
class [[[J,7,4,3.112217677396408E-4,1.7784101013693757E-4
class com.carrotsearch.randomizedtesting.rules.TestRuleAdapter$1,4368,1183,0.19420238306953583,0.05259647874799929
class [[Ljava.util.concurrent.ExecutorService;,70,5,0.0031122176773964077,2.2230126267117198E-4
class [[[[[Ljava.util.Set;,4,1,1.7784101013693757E-4,4.4460252534234394E-5
class [[Lorg.junit.runners.model.Statement;,1,1,4.4460252534234394E-5,4.4460252534234394E-5
class [Ljava.lang.Object;,5,4,2.2230126267117198E-4,1.7784101013693757E-4
class [[Ljava.lang.Class;,4,3,1.7784101013693757E-4,1.3338075760270317E-4
