Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class org.junit.rules.RuleChain,22717,19757,1.048702797525621,0.9120579817191395
class [Lorg.apache.lucene.search.QueryCachingPolicy;,38,2,0.0017542239867048288,9.232757824762257E-5
class [B,7475,39,0.34507432370048935,0.00180038777582864
class org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,21281,21281,0.9824115963438279,0.9824115963438279
class [[[[Ljava.lang.String;,148,5,0.00683224079032407,2.308189456190564E-4
class java.util.ArrayList$SubList,599,332,0.02765210968516296,0.015326377989105345
class [[[[J,31,7,0.0014310774628381498,3.23146523866679E-4
class [[[D,14,5,6.46293047733358E-4,2.308189456190564E-4
class [[[Ljava.lang.Class;,32,2,0.001477241251961961,9.232757824762257E-5
class [[[[Ljava.lang.Class;,26,2,0.0012002585172190933,9.232757824762257E-5
class [[[S,113,10,0.005216508170990675,4.616378912381128E-4
class [[[[[[[J,7,3,3.23146523866679E-4,1.3849136737143384E-4
class [[Ljava.util.concurrent.ExecutorService;,69,9,0.0031853014495429786,4.1547410211430154E-4
class [[[[[[[[C,1,1,4.6163789123811284E-5,4.6163789123811284E-5
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,279,7,0.012879697165543347,3.23146523866679E-4
class [[[B,5,5,2.308189456190564E-4,2.308189456190564E-4
class [[[Ljava.util.Locale;,5,5,2.308189456190564E-4,2.308189456190564E-4
class [[[[[[[C,8,3,3.6931031299049027E-4,1.3849136737143384E-4
class java.util.ArrayList,7,7,3.23146523866679E-4,3.23146523866679E-4
class [[Ljava.util.Locale;,22,4,0.0010156033607238483,1.8465515649524513E-4
class [[[F,12,3,5.539654694857353E-4,1.3849136737143384E-4
class [[[[[[S,1,1,4.6163789123811284E-5,4.6163789123811284E-5
class [[[C,113,9,0.005216508170990675,4.1547410211430154E-4
class [[[[S,41,7,0.0018927153540762626,3.23146523866679E-4
class [[[[[Ljava.lang.String;,40,3,0.0018465515649524512,1.3849136737143384E-4
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,79,5,0.0036469393407810914,2.308189456190564E-4
class [[Ljava.lang.reflect.Type;,3,3,1.3849136737143384E-4,1.3849136737143384E-4
class java.util.Locale,467,22,0.02155848952081987,0.0010156033607238483
class [[B,43,10,0.001985042932323885,4.616378912381128E-4
class [Ljava.util.List;,18,2,8.309482042286031E-4,9.232757824762257E-5
class [Ljava.lang.reflect.AnnotatedElement;,1,1,4.6163789123811284E-5,4.6163789123811284E-5
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,136,10,0.006278275320838334,4.616378912381128E-4
class [[Ljava.lang.Class;,192,4,0.008863447511771766,1.8465515649524513E-4
class [J,7295,63,0.3367648416582033,0.0029083187148001106
class [[[Ljava.lang.CharSequence;,70,5,0.0032314652386667897,2.308189456190564E-4
class [F,1691,150,0.07806296740836488,0.006924568368571692
class [Lorg.elasticsearch.test.ESTestCase;,31,31,0.0014310774628381498,0.0014310774628381498
class [[Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,66,2,0.003046810082171545,9.232757824762257E-5
class [Ljava.lang.CharSequence;,222,8,0.010248361185486105,3.6931031299049027E-4
class java.lang.Object,4,1,1.8465515649524513E-4,4.6163789123811284E-5
class [Ljava.util.Locale;,100,8,0.004616378912381128,3.6931031299049027E-4
class [[[[Ljava.util.concurrent.ExecutorService;,4,4,1.8465515649524513E-4,1.8465515649524513E-4
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,2,2,9.232757824762257E-5,9.232757824762257E-5
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,36,7,0.0016618964084572062,3.23146523866679E-4
class [[[Ljava.util.Set;,24,2,0.0011079309389714707,9.232757824762257E-5
class [[C,503,10,0.023220385929277075,4.616378912381128E-4
class [[Lorg.junit.rules.RuleChain;,1,1,4.6163789123811284E-5,4.6163789123811284E-5
class [[Ljava.lang.String;,99,9,0.0045702151232573165,4.1547410211430154E-4
class [[[[[J,9,4,4.1547410211430154E-4,1.8465515649524513E-4
class [[[J,135,9,0.006232111531714523,4.1547410211430154E-4
class [[F,32,4,0.001477241251961961,1.8465515649524513E-4
class [C,6881,25,0.31765303296094544,0.001154094728095282
class [[Ljava.util.Set;,76,5,0.0035084479734096576,2.308189456190564E-4
class [[Ljava.util.List;,4,2,1.8465515649524513E-4,9.232757824762257E-5
class java.lang.Integer,1,1,4.6163789123811284E-5,4.6163789123811284E-5
class [Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,92,89,0.004247068599390638,0.004108577232019204
class [[[[[[J,30,3,0.0013849136737143384,1.3849136737143384E-4
class [Ljava.util.concurrent.ExecutorService;,16582,2,0.7654879512510386,9.232757824762257E-5
class [[Lorg.apache.lucene.util.LuceneTestCase;,1,1,4.6163789123811284E-5,4.6163789123811284E-5
class [[[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,3,2,1.3849136737143384E-4,9.232757824762257E-5
class [[[[[C,46,4,0.002123534299695319,1.8465515649524513E-4
class [[I,227,7,0.01047918013110516,3.23146523866679E-4
class [[[[[[C,23,2,0.0010617671498476596,9.232757824762257E-5
class [Ljava.util.Collection;,8,3,3.6931031299049027E-4,1.3849136737143384E-4
