TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.metamx.druid.loading.S3SegmentPusher,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7428002450980392,115,85
