Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[[B,16,3,7.300602299689724E-4,1.3688629311918235E-4
class [Lorg.junit.rules.TestRule;,9,9,4.10658879357547E-4,4.10658879357547E-4
class [[[[Lorg.apache.lucene.util.LuceneTestCase;,91,1,0.004152217557948531,4.5628764373060775E-5
class [S,9719,40,0.4434659609417777,0.001825150574922431
class [[Ljava.lang.reflect.AnnotatedElement;,89,3,0.004060960029202409,1.3688629311918235E-4
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,28,2,0.0012776054024457018,9.125752874612155E-5
class java.lang.String,3937,14,0.17964044533674028,6.388027012228509E-4
class java.util.Locale,500,27,0.02281438218653039,0.001231976638072641
class [[[[D,2,1,9.125752874612155E-5,4.5628764373060775E-5
class [[Ljava.io.Serializable;,147,1,0.006707428362839934,4.5628764373060775E-5
class [[[F,10,2,4.5628764373060776E-4,9.125752874612155E-5
class [[[[Ljava.lang.String;,20,3,9.125752874612155E-4,1.3688629311918235E-4
class [[[Lorg.elasticsearch.test.ESTokenStreamTestCase;,2,2,9.125752874612155E-5,9.125752874612155E-5
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,135,2,0.006159883190363205,9.125752874612155E-5
class [[[Ljava.lang.reflect.GenericDeclaration;,46,2,0.0020989231611607956,9.125752874612155E-5
class [Ljava.lang.Class;,24,3,0.0010950903449534588,1.3688629311918235E-4
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,254,1,0.011589706150757438,4.5628764373060775E-5
class [D,1704,49,0.07775141449169556,0.0022358094542799783
class [J,14280,50,0.6515787552473079,0.002281438218653039
class [F,5133,84,0.23421244752692097,0.003832816207337105
class [[S,219,5,0.009992699397700311,2.2814382186530388E-4
class [Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,70,1,0.0031940135061142546,4.5628764373060775E-5
class [Lorg.apache.lucene.search.QueryCachingPolicy;,23,3,0.0010494615805803978,1.3688629311918235E-4
class [[Ljava.lang.Class;,2,1,9.125752874612155E-5,4.5628764373060775E-5
class org.apache.lucene.util.LuceneTestCase$1,103,1,0.00469976273042526,4.5628764373060775E-5
class [Lorg.elasticsearch.test.ESTokenStreamTestCase;,116,111,0.00529293666727505,0.005064792845409746
class [[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,3,1,1.3688629311918235E-4,4.5628764373060775E-5
class [Ljava.util.Locale;,25,7,0.0011407191093265195,3.1940135061142545E-4
class [[[[[Ljava.lang.String;,3,1,1.3688629311918235E-4,4.5628764373060775E-5
class [[[[Ljava.lang.reflect.GenericDeclaration;,9,1,4.10658879357547E-4,4.5628764373060775E-5
class [[Ljava.util.Set;,2,1,9.125752874612155E-5,4.5628764373060775E-5
class [[C,29,5,0.0013232341668187625,2.2814382186530388E-4
class [Ljava.lang.reflect.Type;,37,2,0.0016882642818032488,9.125752874612155E-5
class [C,7277,97,0.33204051834276327,0.004425990144186895
class [Ljava.util.Set;,212,2,0.009673298047088885,9.125752874612155E-5
class [Ljava.lang.reflect.AnnotatedElement;,200,3,0.009125752874612156,1.3688629311918235E-4
class java.lang.Integer,1,1,4.5628764373060775E-5,4.5628764373060775E-5
class [[Ljava.lang.String;,276,3,0.012593538966964775,1.3688629311918235E-4
class [B,6171,58,0.28157510494615806,0.002646468333637525
class [[B,39,3,0.0017795218105493703,1.3688629311918235E-4
class [Ljava.lang.Object;,35,25,0.0015970067530571273,0.0011407191093265195
class [[[[Ljava.lang.reflect.AnnotatedElement;,1,1,4.5628764373060775E-5,4.5628764373060775E-5
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,16637,16637,0.7591257528746121,0.7591257528746121
class [Ljava.io.Serializable;,639,2,0.029156780434385837,9.125752874612155E-5
class [[Ljava.lang.reflect.GenericDeclaration;,59,3,0.002692097098010586,1.3688629311918235E-4
class [[I,11,2,5.019164081036685E-4,9.125752874612155E-5
class [[[Ljava.lang.String;,97,6,0.004425990144186895,2.737725862383647E-4
class [Ljava.lang.Iterable;,234,1,0.010677130863296223,4.5628764373060775E-5
class [[[S,107,3,0.004882277787917503,1.3688629311918235E-4
class org.elasticsearch.common.settings.Settings$Builder,5210,1,0.23772586238364665,4.5628764373060775E-5
class java.util.HashSet,37461,764,1.7092991421792298,0.03486037598101843
class [[[Lorg.apache.lucene.util.LuceneTestCase;,21,11,9.582040518342763E-4,5.019164081036685E-4
class [Lorg.apache.lucene.util.LuceneTestCase;,283,64,0.0129129403175762,0.0029202409198758896
class [[[[Lorg.apache.lucene.search.QueryCachingPolicy;,1,1,4.5628764373060775E-5,4.5628764373060775E-5
class [Ljava.lang.String;,29044,43,1.3252418324511772,0.0019620368680416133
class [[[[C,2,1,9.125752874612155E-5,4.5628764373060775E-5
class [[D,70,4,0.0031940135061142546,1.825150574922431E-4
class java.lang.Boolean,9,2,4.10658879357547E-4,9.125752874612155E-5
class org.junit.rules.RuleChain,23619,14845,1.0777057857273225,0.6773590071180873
class [[[D,14,2,6.388027012228509E-4,9.125752874612155E-5
class [[[[[S,5,1,2.2814382186530388E-4,4.5628764373060775E-5
class java.lang.Class,1200,27,0.05475451724767293,0.001231976638072641
class [[[[S,18,2,8.21317758715094E-4,9.125752874612155E-5
class [[[C,9,2,4.10658879357547E-4,9.125752874612155E-5
class java.lang.Object,4,1,1.825150574922431E-4,4.5628764373060775E-5
class [[J,73,3,0.003330899799233437,1.3688629311918235E-4
class [[[Ljava.lang.reflect.AnnotatedElement;,14,1,6.388027012228509E-4,4.5628764373060775E-5
class [[Ljava.util.Locale;,4,2,1.825150574922431E-4,9.125752874612155E-5
class [[Lorg.apache.lucene.util.LuceneTestCase;,273,12,0.012456652673845593,5.475451724767294E-4
class [Lorg.elasticsearch.common.settings.Settings$Builder;,85,75,0.003878444971710166,0.0034221573279795583
class [[Ljava.lang.reflect.Type;,1,1,4.5628764373060775E-5,4.5628764373060775E-5
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,34,2,0.0015513779886840665,9.125752874612155E-5
class [[[[[B,2,1,9.125752874612155E-5,4.5628764373060775E-5
class [[Lorg.elasticsearch.test.ESTokenStreamTestCase;,26,20,0.0011863478736995803,9.125752874612155E-4
class [[[[J,5,1,2.2814382186530388E-4,4.5628764373060775E-5
class [Z,51,30,0.0023270669830261,0.0013688629311918233
class [[F,34,3,0.0015513779886840665,1.3688629311918235E-4
class [[[[[[S,1,1,4.5628764373060775E-5,4.5628764373060775E-5
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,101,2,0.004608505201679138,9.125752874612155E-5
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,7,1,3.1940135061142545E-4,4.5628764373060775E-5
class [[[J,34,3,0.0015513779886840665,1.3688629311918235E-4
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,13,2,5.931739368497901E-4,9.125752874612155E-5
class [Ljava.lang.reflect.GenericDeclaration;,89,5,0.004060960029202409,2.2814382186530388E-4
class [[[[B,7,2,3.1940135061142545E-4,9.125752874612155E-5
class [[Lorg.elasticsearch.common.settings.Settings$Builder;,14,2,6.388027012228509E-4,9.125752874612155E-5
class [I,13512,1320,0.6165358642087972,0.06022996897244023
