Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[Lorg.junit.rules.RuleChain;,110,3,0.004505057951427284,1.2286521685710776E-4
class [[Ljava.util.Set;,14,1,5.733710119998362E-4,4.095507228570259E-5
class [Lorg.junit.rules.RuleChain;,197,60,0.00806814924028341,0.002457304337142155
class [[D,250,11,0.010238768071425645,4.5050579514272843E-4
class [[[[[[[D,2,1,8.191014457140517E-5,4.095507228570259E-5
class [[Ljava.util.concurrent.ExecutorService;,120,4,0.00491460867428431,1.6382028914281035E-4
class [C,4998,156,0.2046934512839415,0.006388991276569603
class java.lang.Object,19,1,7.781463734283491E-4,4.095507228570259E-5
class [[[[[[[[I,4,4,1.6382028914281035E-4,1.6382028914281035E-4
class [Ljava.util.List;,166,3,0.006798541999426629,1.2286521685710776E-4
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,4,3,1.6382028914281035E-4,1.2286521685710776E-4
class [[Ljava.lang.Class;,24,2,9.82921734856862E-4,8.191014457140517E-5
class [Lorg.junit.rules.TestRule;,55,12,0.002252528975713642,4.91460867428431E-4
class [F,1470,86,0.0602039562599828,0.003522136216570422
class [[[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,1,1,4.095507228570259E-5,4.095507228570259E-5
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,290,1,0.011876970962853749,4.095507228570259E-5
class [[F,106,7,0.004341237662284474,2.866855059999181E-4
class [[[[[J,2,2,8.191014457140517E-5,8.191014457140517E-5
class [Lorg.elasticsearch.index.analysis.KuromojiAnalysisTests;,373,78,0.015276241962567064,0.0031944956382848016
class [B,3667,287,0.15018225007167138,0.011754105745996642
class [[Ljava.util.List;,2,1,8.191014457140517E-5,4.095507228570259E-5
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,49,9,0.0020067985419994264,3.6859565057132326E-4
class [[[[Ljava.util.Locale;,3,2,1.2286521685710776E-4,8.191014457140517E-5
class [[[[[[I,128,7,0.005242249252569931,2.866855059999181E-4
class [[[Lorg.junit.rules.RuleChain;,7,3,2.866855059999181E-4,1.2286521685710776E-4
class [[[Lorg.junit.rules.TestRule;,2,2,8.191014457140517E-5,8.191014457140517E-5
class [[[J,89,10,0.00364500143342753,4.095507228570258E-4
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,26,4,0.0010648318794282672,1.6382028914281035E-4
class [[[[F,16,3,6.552811565712414E-4,1.2286521685710776E-4
class [Ljava.lang.Iterable;,232,4,0.009501576770283,1.6382028914281035E-4
class [[I,292,5,0.011958881107425155,2.047753614285129E-4
class java.util.HashSet,9798,790,0.4012777982553139,0.03235450710570504
class [[[[[[[I,26,4,0.0010648318794282672,1.6382028914281035E-4
class java.lang.Boolean,3506,2,0.14358848343367325,8.191014457140517E-5
class [[[Ljava.util.concurrent.ExecutorService;,150,4,0.006143260842855387,1.6382028914281035E-4
class [[J,137,10,0.005610844903141254,4.095507228570258E-4
class [[Ljava.util.Locale;,193,7,0.007904328951140599,2.866855059999181E-4
class [[[I,66,5,0.0027030347708563705,2.047753614285129E-4
class [[[Lorg.elasticsearch.index.analysis.KuromojiAnalysisTests;,4,1,1.6382028914281035E-4,4.095507228570259E-5
class [[[[[I,105,5,0.004300282589998771,2.047753614285129E-4
