TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.springframework.boot.loader.archive.ExplodedArchiveTests,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5114795918367346,229,6
