Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [Ljava.lang.reflect.AnnotatedElement;,246,2,0.010624055279637227,8.637443316778233E-5
class [[[B,61,3,0.0026344202116173614,1.2956164975167351E-4
class java.lang.Boolean,9,2,3.886849492550205E-4,8.637443316778233E-5
class [C,2714,24,0.11721010580868063,0.0010364931980133881
class [[[[[[J,5,2,2.1593608291945585E-4,8.637443316778233E-5
class [[[S,22,3,9.501187648456057E-4,1.2956164975167351E-4
class [[[[[S,1,1,4.318721658389117E-5,4.318721658389117E-5
class [[C,143,2,0.006175771971496437,8.637443316778233E-5
class [[[[Ljava.util.Locale;,27,2,0.0011660548477650616,8.637443316778233E-5
class [Lorg.elasticsearch.common.settings.Settings$Builder;,11,11,4.7505938242280285E-4,4.7505938242280285E-4
class [[[[[Ljava.util.Locale;,3,1,1.2956164975167351E-4,4.318721658389117E-5
class java.util.Locale,648,25,0.027985316346361477,0.0010796804145972792
class [Lorg.junit.rules.TestRule;,11,11,4.7505938242280285E-4,4.7505938242280285E-4
class [Ljava.util.Locale;,345,6,0.014899589721442452,2.5912329950334703E-4
class [[I,438,3,0.018916000863744332,1.2956164975167351E-4
class [[[Ljava.lang.String;,11,2,4.7505938242280285E-4,8.637443316778233E-5
class [I,32302,118,1.3950334700928526,0.0050960915568991575
class java.lang.Object,2,1,8.637443316778233E-5,4.318721658389117E-5
class java.lang.Integer,1,1,4.318721658389117E-5,4.318721658389117E-5
class [[[Lorg.elasticsearch.test.ESTokenStreamTestCase;,12,1,5.182465990066941E-4,4.318721658389117E-5
class [[[[S,13,2,5.614338155905852E-4,8.637443316778233E-5
class [[[[[[I,15,1,6.478082487583676E-4,4.318721658389117E-5
class [Ljava.lang.String;,2692,846,0.11625998704383503,0.03653638522997193
class [[Lorg.elasticsearch.test.ESTokenStreamTestCase;,57,1,0.0024616713452817966,4.318721658389117E-5
class [[[[[[B,4,1,1.7274886633556467E-4,4.318721658389117E-5
class [J,8719,74,0.3765493413949471,0.0031958540272079465
class [S,9933,82,0.428978622327791,0.0035413517598790758
class [Z,12,9,5.182465990066941E-4,3.886849492550205E-4
class [[Ljava.util.Locale;,86,4,0.0037141006262146406,1.7274886633556467E-4
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,175,5,0.007557762902180954,2.1593608291945585E-4
class [[[[[J,141,2,0.006089397538328655,8.637443316778233E-5
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,1597,2,0.0689699848844742,8.637443316778233E-5
class org.apache.lucene.util.LuceneTestCase$1,172,1,0.007428201252429281,4.318721658389117E-5
class [[Ljava.lang.String;,34,3,0.0014683653638522998,1.2956164975167351E-4
class [[[Ljava.util.Locale;,39,2,0.0016843014467717555,8.637443316778233E-5
class org.junit.rules.RuleChain,9363,8049,0.40436190887497303,0.34761390628374
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,10,1,4.318721658389117E-4,4.318721658389117E-5
class [[[[[[[J,6,1,2.5912329950334703E-4,4.318721658389117E-5
class [[[[Ljava.lang.reflect.AnnotatedElement;,12,2,5.182465990066941E-4,8.637443316778233E-5
class [[[[[I,52,1,0.0022457352623623406,4.318721658389117E-5
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,4821,1,0.20820557115093932,4.318721658389117E-5
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,20996,20996,0.906758799395379,0.906758799395379
class [[F,45,5,0.0019434247462751025,2.1593608291945585E-4
class [Ljava.lang.Object;,51,46,0.0022025480457784495,0.0019866119628589936
class [[[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,3,1,1.2956164975167351E-4,4.318721658389117E-5
class [[S,74,4,0.0031958540272079465,1.7274886633556467E-4
class [[Ljava.lang.Iterable;,139,10,0.006003023105160873,4.318721658389117E-4
class [Lorg.elasticsearch.test.ESTokenStreamTestCase;,16,16,6.909954653422587E-4,6.909954653422587E-4
class [D,1887,35,0.08149427769380263,0.0015115525804361909
class [[[Ljava.lang.reflect.AnnotatedElement;,112,3,0.004836968257395811,1.2956164975167351E-4
class [[[[F,1,1,4.318721658389117E-5,4.318721658389117E-5
class [[[F,7,3,3.023105160872382E-4,1.2956164975167351E-4
class [[Ljava.util.Set;,4,1,1.7274886633556467E-4,4.318721658389117E-5
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,11,2,4.7505938242280285E-4,8.637443316778233E-5
class [[[C,8,2,3.4549773267112934E-4,8.637443316778233E-5
class [Ljava.lang.Iterable;,500,33,0.021593608291945583,0.0014251781472684087
class [[[Ljava.lang.CharSequence;,23,2,9.933059814294968E-4,8.637443316778233E-5
class [Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,142,17,0.006132584754912546,7.341826819261499E-4
class [Ljava.util.Set;,14,2,6.046210321744764E-4,8.637443316778233E-5
class [Ljava.lang.CharSequence;,433,5,0.018700064780824876,2.1593608291945585E-4
class java.lang.Class,1074,27,0.046383070611099114,0.0011660548477650616
class [Lorg.apache.lucene.search.QueryCachingPolicy;,97,2,0.004189160008637443,8.637443316778233E-5
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,1,1,4.318721658389117E-5,4.318721658389117E-5
class [[Ljava.lang.CharSequence;,223,3,0.00963074929820773,1.2956164975167351E-4
class [Lorg.apache.lucene.util.LuceneTestCase;,2,2,8.637443316778233E-5,8.637443316778233E-5
class [[[I,96,2,0.0041459727920535525,8.637443316778233E-5
class [[Ljava.lang.Class;,122,1,0.005268840423234723,4.318721658389117E-5
class java.lang.String,3007,14,0.12986396026776073,6.046210321744764E-4
class [B,9787,48,0.42267328870654286,0.0020729863960267762
class [[[[[B,21,3,9.069315482617145E-4,1.2956164975167351E-4
class [[[[J,44,2,0.0019002375296912114,8.637443316778233E-5
class [Ljava.lang.Class;,654,2,0.028244439645864823,8.637443316778233E-5
class [[[[[[[[I,12,1,5.182465990066941E-4,4.318721658389117E-5
class java.util.HashSet,9597,1122,0.4144677175556035,0.048456057007125894
class [[[J,260,3,0.011228676311811703,1.2956164975167351E-4
class [[[[[[Ljava.util.Locale;,1,1,4.318721658389117E-5,4.318721658389117E-5
class [[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,24,2,0.0010364931980133881,8.637443316778233E-5
class [[J,464,4,0.0200388684949255,1.7274886633556467E-4
class [[Ljava.lang.reflect.AnnotatedElement;,318,2,0.013733534873677391,8.637443316778233E-5
class [F,7172,31,0.30973871733966746,0.0013388037141006262
class org.elasticsearch.common.settings.Settings$Builder,17040,1,0.7359101705895055,4.318721658389117E-5
class [[B,166,4,0.007169077952925934,1.7274886633556467E-4
class [[D,19,2,8.205571150939322E-4,8.637443316778233E-5
class [[[[Ljava.lang.Iterable;,6,1,2.5912329950334703E-4,4.318721658389117E-5
class [[[[Lorg.elasticsearch.test.ESTokenStreamTestCase;,9,1,3.886849492550205E-4,4.318721658389117E-5
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,25,3,0.0010796804145972792,1.2956164975167351E-4
class [[[Ljava.lang.Iterable;,34,5,0.0014683653638522998,2.1593608291945585E-4
class [[[[[[[I,3,1,1.2956164975167351E-4,4.318721658389117E-5
class [[[[I,473,1,0.020427553444180523,4.318721658389117E-5
class [Ljava.lang.reflect.Type;,53,1,0.0022889224789462317,4.318721658389117E-5
class [[[[B,192,2,0.008291945584107105,8.637443316778233E-5
