Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[[Lorg.elasticsearch.test.ESTokenStreamTestCase;,2,2,9.067416239742486E-5,9.067416239742486E-5
class [S,9719,40,0.44063109217028607,0.001813483247948497
class [[[S,107,3,0.00485106768826223,1.3601124359613728E-4
class [[[F,10,2,4.5337081198712427E-4,9.067416239742486E-5
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,13,2,5.893820555832616E-4,9.067416239742486E-5
class java.lang.String,3984,14,0.1806229314956703,6.347191367819739E-4
class java.util.Locale,504,27,0.022849888924151063,0.0012241011923652355
class [[Ljava.io.Serializable;,149,1,0.006755225098608151,4.533708119871243E-5
class [[Lorg.elasticsearch.common.settings.Settings$Builder;,14,2,6.347191367819739E-4,9.067416239742486E-5
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,137,2,0.006211180124223602,9.067416239742486E-5
class [Ljava.lang.Class;,24,3,0.0010880899487690982,1.3601124359613728E-4
class [Lorg.apache.lucene.search.QueryCachingPolicy;,23,3,0.0010427528675703858,1.3601124359613728E-4
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,257,1,0.011651629868069094,4.533708119871243E-5
class [Ljava.lang.reflect.GenericDeclaration;,90,5,0.004080337307884118,2.2668540599356214E-4
class [D,1704,49,0.07725438636260598,0.002221516978736909
class [[Ljava.lang.reflect.GenericDeclaration;,62,3,0.0028108990343201704,1.3601124359613728E-4
class [J,14320,50,0.649227002765562,0.002266854059935621
class [F,5145,84,0.23325928276737543,0.003808314820691844
class [[I,11,2,4.987078931858367E-4,9.067416239742486E-5
class [[[[[B,2,1,9.067416239742486E-5,4.533708119871243E-5
class [Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,70,1,0.0031735956839098697,4.533708119871243E-5
class org.apache.lucene.util.LuceneTestCase$1,103,1,0.00466971936346738,4.533708119871243E-5
class [[[[Ljava.lang.String;,21,3,9.52078705172961E-4,1.3601124359613728E-4
class [Lorg.elasticsearch.test.ESTokenStreamTestCase;,118,113,0.005349775581448066,0.0051230901754545045
class [Ljava.util.Locale;,26,7,0.0011787641111665231,3.1735956839098697E-4
class [[[Ljava.lang.reflect.GenericDeclaration;,48,2,0.0021761798975381964,9.067416239742486E-5
class [Lorg.apache.lucene.util.LuceneTestCase;,283,64,0.012830393979235617,0.0029015731967175955
