Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,5,2,2.1544295070665288E-4,8.617718028266115E-5
class [[[[B,7,2,3.01620130989314E-4,8.617718028266115E-5
class org.elasticsearch.common.settings.Settings$Builder,6619,1,0.2852033781454671,4.3088590141330577E-5
class [[[I,112,5,0.004825922095829024,2.1544295070665288E-4
class [[[Ljava.util.Locale;,7,2,3.01620130989314E-4,8.617718028266115E-5
class [[[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,70,3,0.0030162013098931403,1.2926577042399174E-4
class [D,3934,49,0.16951051361599448,0.0021113409169251983
class [S,7157,113,0.30838503964150293,0.004869010685970355
class [[D,67,5,0.0028869355394691484,2.1544295070665288E-4
class [F,1153,118,0.049681144432954155,0.005084453636677008
class [J,3851,102,0.16593416063426406,0.0043950361944157185
class [[[[I,31,3,0.0013357462943812477,1.2926577042399174E-4
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,97,2,0.004179593243709066,8.617718028266115E-5
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,13,2,5.601516718372974E-4,8.617718028266115E-5
class java.lang.Object,15,1,6.463288521199586E-4,4.3088590141330577E-5
class [C,14032,56,0.6046190968631506,0.002412961047914512
class [[[[[Ljava.lang.Class;,8,2,3.447087211306446E-4,8.617718028266115E-5
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,71,2,0.0030592899000344708,8.617718028266115E-5
class [Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,710,710,0.03059289900034471,0.03059289900034471
class [[[[[J,4,1,1.723543605653223E-4,4.3088590141330577E-5
class [[[C,4,1,1.723543605653223E-4,4.3088590141330577E-5
class [Ljava.lang.reflect.Type;,39,2,0.0016804550155118925,8.617718028266115E-5
class [[J,97,5,0.004179593243709066,2.1544295070665288E-4
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,22082,22082,0.9514822475008617,0.9514822475008617
class [[[[Ljava.util.Locale;,5,2,2.1544295070665288E-4,8.617718028266115E-5
class [[C,302,2,0.013012754222681834,8.617718028266115E-5
class [[Ljava.lang.String;,137,5,0.005903136849362289,2.1544295070665288E-4
class [Lorg.junit.rules.TestRule;,12,12,5.17063081695967E-4,5.17063081695967E-4
class [Ljava.lang.String;,3024,757,0.13029989658738367,0.032618062736987245
class [[Ljava.lang.Class;,174,1,0.00749741468459152,4.3088590141330577E-5
class [[[[[B,4,1,1.723543605653223E-4,4.3088590141330577E-5
class org.apache.lucene.util.LuceneTestCase$1,3723,1,0.16041882109617372,4.3088590141330577E-5
class [[Ljava.util.Set;,136,57,0.005860048259220959,0.0024560496380558426
class [[[J,28,4,0.001206480523957256,1.723543605653223E-4
class [Ljava.util.Collection;,212,106,0.009134781109962083,0.004567390554981041
class [[[[D,2,1,8.617718028266115E-5,4.3088590141330577E-5
class [[[[Ljava.lang.Class;,30,2,0.0012926577042399173,8.617718028266115E-5
class [Ljava.lang.CharSequence;,2728,4,0.1175456739055498,1.723543605653223E-4
class java.lang.Integer,1,1,4.3088590141330577E-5,4.3088590141330577E-5
class [[I,301,6,0.012969665632540503,2.585315408479835E-4
class java.lang.Boolean,9,2,3.8779731127197516E-4,8.617718028266115E-5
class [[[[J,19,3,8.186832126852809E-4,1.2926577042399174E-4
class [[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,3,1,1.2926577042399174E-4,4.3088590141330577E-5
class [[[Ljava.util.Set;,45,13,0.0019389865563598759,5.601516718372974E-4
class [[[[Ljava.lang.String;,1,1,4.3088590141330577E-5,4.3088590141330577E-5
class [[[[[Ljava.util.Locale;,1,1,4.3088590141330577E-5,4.3088590141330577E-5
class [Ljava.util.Locale;,23,2,9.910375732506032E-4,8.617718028266115E-5
class org.junit.rules.RuleChain,11800,9343,0.5084453636677008,0.40257669769045157
class [[B,120,6,0.005170630816959669,2.585315408479835E-4
class [[[[Ljava.util.Set;,23,13,9.910375732506032E-4,5.601516718372974E-4
class [[[D,11,3,4.7397449155463635E-4,1.2926577042399174E-4
class [Ljava.util.Set;,253,56,0.010901413305756636,0.002412961047914512
class [[Ljava.util.Collection;,8,1,3.447087211306446E-4,4.3088590141330577E-5
class [Ljava.lang.Class;,98,2,0.0042226818338503965,8.617718028266115E-5
class [Ljava.lang.reflect.GenericDeclaration;,88,1,0.003791795932437091,4.3088590141330577E-5
class [I,25242,128,1.0876421923474664,0.005515339538090314
class [Ljava.lang.Object;,29,21,0.0012495691140985868,9.048603929679421E-4
class [[[[[I,12,1,5.17063081695967E-4,4.3088590141330577E-5
class [Lorg.apache.lucene.search.QueryCachingPolicy;,1756,3,0.07566356428817649,1.2926577042399174E-4
class java.lang.Class,833,25,0.03589279558772837,0.0010772147535332644
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,637,4,0.027447431920027576,1.723543605653223E-4
class [[[S,5,1,2.1544295070665288E-4,4.3088590141330577E-5
class [[[Ljava.lang.CharSequence;,18,2,7.755946225439503E-4,8.617718028266115E-5
