Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class java.lang.String,7173,168,0.6722586691658856,0.015745079662605434
class java.lang.Long,5184,9,0.4858481724461106,8.434864104967198E-4
class org.elasticsearch.common.unit.TimeValue,8545,1,0.8008434864104967,9.372071227741331E-5
class org.elasticsearch.action.support.IndicesOptions,4252,1,0.39850046860356136,9.372071227741331E-5
class java.util.RegularEnumSet,1,1,9.372071227741331E-5,9.372071227741331E-5
class org.elasticsearch.tasks.TaskId,4218,20,0.3953139643861293,0.0018744142455482662
class org.elasticsearch.action.delete.DeleteRequest,85605,3443,8.022961574507967,0.32268041237113404
class org.elasticsearch.action.support.replication.ReplicationTask,2721,2721,0.25501405810684163,0.25501405810684163
class [Lorg.elasticsearch.index.shard.SearchOperationListener;,2,1,1.8744142455482662E-4,9.372071227741331E-5
class org.elasticsearch.index.VersionType$1,6524,1,0.6114339268978444,9.372071227741331E-5
class org.elasticsearch.action.ActionRequestValidationException,6581,5159,0.6167760074976569,0.48350515463917526
class [Lorg.elasticsearch.index.shard.IndexingOperationListener;,2,1,1.8744142455482662E-4,9.372071227741331E-5
class org.elasticsearch.action.WriteConsistencyLevel,4878,1,0.4571696344892221,9.372071227741331E-5
class java.util.ArrayList,4,1,3.7488284910965324E-4,9.372071227741331E-5
class java.lang.Boolean,4050,2,0.3795688847235239,1.8744142455482662E-4
class java.lang.Class,380,11,0.03561387066541706,0.0010309278350515464
class [Ljava.lang.String;,4934,36,0.4624179943767573,0.003373945641986879
class org.elasticsearch.index.shard.IndexShard$ShardFailure,1600,1460,0.14995313964386128,0.13683223992502344
