Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class cuke4duke.internal.java.JavaLanguage,205334,2,7.612293319492845,7.414547341884777E-5
class java.lang.Class,106279,1,3.9400533847408616,3.707273670942389E-5
