Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[[Ljava.lang.Class;,6,1,2.606089562611302E-4,4.3434826043521695E-5
class [[I,87,7,0.0037788298657863875,3.040437823046519E-4
class [Lorg.apache.lucene.util.LuceneTestCase;,10,10,4.3434826043521694E-4,4.3434826043521694E-4
class [F,1945,88,0.0844807366546497,0.003822264691829909
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,108,3,0.004690961212700343,1.303044781305651E-4
class [Z,79,42,0.003431351257438214,0.0018242626938279112
class [[D,431,4,0.018720410024757852,1.7373930417408678E-4
class [D,4735,43,0.20566390131607523,0.001867697519871433
class [[[I,33,4,0.001433349259436216,1.7373930417408678E-4
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,16837,16837,0.7313121660947748,0.7313121660947748
class [[S,168,5,0.007297050775311645,2.1717413021760847E-4
class [[Ljava.lang.String;,57,3,0.0024757850844807365,1.303044781305651E-4
class [[[[[[C,8,2,3.4747860834817356E-4,8.686965208704339E-5
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,513,3,0.022282065760326628,1.303044781305651E-4
class [Lorg.apache.lucene.search.QueryCachingPolicy;,425,3,0.01845980106849672,1.303044781305651E-4
class [Ljava.lang.String;,3817,746,0.1657907310081223,0.032402380228467184
class [[B,75,4,0.003257611953264127,1.7373930417408678E-4
class [Lorg.elasticsearch.common.settings.Settings$Builder;,8,8,3.4747860834817356E-4,3.4747860834817356E-4
class [Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,118,13,0.00512530947313556,5.64652738565782E-4
class [[Ljava.util.Locale;,39,4,0.0016939582156973462,1.7373930417408678E-4
class [[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,5,2,2.1717413021760847E-4,8.686965208704339E-5
class [[[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,4,1,1.7373930417408678E-4,4.3434826043521695E-5
class [[[[[C,18,3,7.818268687833905E-4,1.303044781305651E-4
class java.util.HashSet,14460,815,0.6280675845893238,0.035399383225470184
class [[Ljava.lang.CharSequence;,7,1,3.040437823046519E-4,4.3434826043521695E-5
class [[[[C,98,3,0.004256612952265126,1.303044781305651E-4
class [[[[F,2,1,8.686965208704339E-5,4.3434826043521695E-5
class java.lang.Boolean,9,2,3.9091343439169525E-4,8.686965208704339E-5
class [[[[[S,7,2,3.040437823046519E-4,8.686965208704339E-5
class [[Ljava.util.Set;,326,1,0.014159753290188072,4.3434826043521695E-5
class [[[[[[[C,1,1,4.3434826043521695E-5,4.3434826043521695E-5
class [[[Ljava.util.Locale;,2,1,8.686965208704339E-5,4.3434826043521695E-5
class java.lang.String,5146,14,0.22351561481996265,6.080875646093037E-4
class [[J,31,3,0.0013464796073491725,1.303044781305651E-4
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,65,3,0.00282326369282891,1.303044781305651E-4
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,66,3,0.002866698518872432,1.303044781305651E-4
class [[[F,5,2,2.1717413021760847E-4,8.686965208704339E-5
class java.util.Locale,445,22,0.019328497589367156,9.555661729574773E-4
class org.elasticsearch.common.settings.Settings$Builder,7189,1,0.31225296442687744,4.3434826043521695E-5
class [[[[I,15,2,6.515223906528254E-4,8.686965208704339E-5
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,35,2,0.0015202189115232593,8.686965208704339E-5
class [Ljava.util.Locale;,114,4,0.004951570168961473,1.7373930417408678E-4
class [[Lorg.elasticsearch.test.ESTokenStreamTestCase;,32,1,0.0013899144333926943,4.3434826043521695E-5
class [Ljava.lang.Class;,770,2,0.033444816053511704,8.686965208704339E-5
class [Ljava.util.Set;,54,1,0.0023454806063501715,4.3434826043521695E-5
class org.apache.lucene.util.LuceneTestCase$1,1349,1,0.05859358033271077,4.3434826043521695E-5
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,624,1,0.02710333145115754,4.3434826043521695E-5
class [[[[S,16,3,6.949572166963471E-4,1.303044781305651E-4
class [[Lorg.apache.lucene.util.LuceneTestCase;,1,1,4.3434826043521695E-5,4.3434826043521695E-5
class [[[D,121,4,0.005255613951266125,1.7373930417408678E-4
class [[[[[I,1,1,4.3434826043521695E-5,4.3434826043521695E-5
class [J,6020,84,0.26147765278200064,0.0036485253876558225
class [[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,33,5,0.001433349259436216,2.1717413021760847E-4
class [[F,42,4,0.0018242626938279112,1.7373930417408678E-4
class [Ljava.lang.Object;,13,11,5.64652738565782E-4,4.7778308647873863E-4
class [Ljava.lang.CharSequence;,6498,2,0.28223949963080397,8.686965208704339E-5
class org.junit.rules.RuleChain,8815,7143,0.38287799157364377,0.31025496242887546
class [[Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,53,1,0.00230204578030665,4.3434826043521695E-5
class java.lang.Class,1307,25,0.056769317638882856,0.0010858706510880425
class java.lang.Object,390,1,0.01693958215697346,4.3434826043521695E-5
class [[Ljava.lang.Class;,4,1,1.7373930417408678E-4,4.3434826043521695E-5
class [I,23282,1198,1.011249619945272,0.05203492160013899
class [[[Ljava.util.Set;,64,1,0.0027798288667853885,4.3434826043521695E-5
class [S,15723,16,0.6829257698822916,6.949572166963471E-4
