Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [Lorg.springframework.boot.context.embedded.undertow.UndertowDeploymentInfoCustomizer;,59,2,0.02491554054054054,8.445945945945946E-4
class io.undertow.Undertow$Builder,93,93,0.03927364864864865,0.03927364864864865
class org.springframework.boot.context.embedded.undertow.UndertowEmbeddedServletContainerFactory$Initializer,785,269,0.3315033783783784,0.11359797297297297
class sun.misc.Launcher$AppClassLoader,61,1,0.025760135135135136,4.222972972972973E-4
class java.util.ArrayList,821,3,0.3467060810810811,0.001266891891891892
class java.lang.Boolean,320,2,0.13513513513513514,8.445945945945946E-4
class [Lorg.springframework.boot.context.embedded.ErrorPage;,99,2,0.041807432432432436,8.445945945945946E-4
class java.util.LinkedHashSet,422,2,0.17820945945945946,8.445945945945946E-4
class java.lang.Integer,159,4,0.06714527027027027,0.0016891891891891893
class io.undertow.server.handlers.accesslog.AccessLogHandler,13,13,0.005489864864864865,0.005489864864864865
class org.springframework.boot.context.embedded.undertow.UndertowEmbeddedServletContainerFactory,17000,17000,7.179054054054054,7.179054054054054
class java.lang.Class,31,6,0.013091216216216216,0.002533783783783784
class org.springframework.boot.context.embedded.undertow.UndertowEmbeddedServletContainer,117,57,0.049408783783783786,0.024070945945945946
class io.undertow.server.handlers.resource.ResourceManager$1,8,1,0.0033783783783783786,4.222972972972973E-4
class java.util.Collections$EmptySet,37,1,0.015625,4.222972972972973E-4
class org.springframework.boot.context.embedded.InitParameterConfiguringServletContextInitializer,1193,1,0.5038006756756757,4.222972972972973E-4
class [Lorg.springframework.boot.context.embedded.ServletContextInitializer;,440,240,0.1858108108108108,0.10135135135135136
class java.lang.String,564,7,0.23817567567567569,0.0029560810810810812
class org.springframework.boot.context.embedded.JspServlet,136,2,0.057432432432432436,8.445945945945946E-4
class java.io.File,362,12,0.15287162162162163,0.005067567567567568
class org.springframework.boot.context.embedded.Compression,2,1,8.445945945945946E-4,4.222972972972973E-4
class org.springframework.boot.context.embedded.undertow.UndertowEmbeddedServletContainerFactory$JarResourceManager,959,103,0.4049831081081081,0.04349662162162162
class io.undertow.server.handlers.resource.FileResourceManager,44,44,0.018581081081081082,0.018581081081081082
class org.springframework.boot.context.embedded.Ssl,87,5,0.036739864864864864,0.0021114864864864866
class [Lorg.springframework.boot.context.embedded.undertow.UndertowBuilderCustomizer;,29,2,0.012246621621621621,8.445945945945946E-4
class org.xnio.SslClientAuthMode,98,2,0.041385135135135136,8.445945945945946E-4
class org.springframework.boot.context.embedded.undertow.SerializedObjectSupporter,4006,1,1.691722972972973,4.222972972972973E-4
class org.xnio.nio.NioXnioWorker,66,66,0.02787162162162162,0.02787162162162162
class org.springframework.boot.context.embedded.MimeMappings,82,1,0.03462837837837838,4.222972972972973E-4
