TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.opentripplanner.routing.spt.MultiShortestPathTree,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.800483521868426,521,369
