Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [S,8442,61,0.38781697905181917,0.0028022785740536567
class [[Ljava.lang.Class;,2,1,9.187798603454613E-5,4.5938993017273064E-5
class java.util.ArrayList$SubList,416,278,0.019110621095185593,0.01277104005880191
class [[[[Ljava.lang.CharSequence;,6,2,2.756339581036384E-4,9.187798603454613E-5
class [[Ljava.util.concurrent.ExecutorService;,201,9,0.009233737596471885,4.1345093715545756E-4
class [[J,198,11,0.009095920617420067,5.053289231900037E-4
class [[[Ljava.lang.String;,71,5,0.0032616685042263873,2.296949650863653E-4
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,279,4,0.012816979051819184,1.8375597206909226E-4
class [[[[[[J,1,1,4.5938993017273064E-5,4.5938993017273064E-5
class [[D,269,9,0.012357589121646454,4.1345093715545756E-4
class [[[[F,4,2,1.8375597206909226E-4,9.187798603454613E-5
class [[[[D,71,4,0.0032616685042263873,1.8375597206909226E-4
class [Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,74,3,0.0033994854832782063,1.378169790518192E-4
class [[[[C,7,5,3.215729511209114E-4,2.296949650863653E-4
class [C,5199,123,0.23883682469680265,0.0056504961411245865
class java.lang.Integer,1,1,4.5938993017273064E-5,4.5938993017273064E-5
class [Ljava.util.Set;,10,3,4.593899301727306E-4,1.378169790518192E-4
class org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,22653,22653,1.0406560088202867,1.0406560088202867
class [Ljava.lang.Object;,182,11,0.008360896729143696,5.053289231900037E-4
class [[[[Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,85,3,0.00390481440646821,1.378169790518192E-4
class [[Ljava.lang.Iterable;,32,3,0.001470047776552738,1.378169790518192E-4
class [[[[[C,2,2,9.187798603454613E-5,9.187798603454613E-5
class [[[Ljava.lang.reflect.GenericDeclaration;,10,3,4.593899301727306E-4,1.378169790518192E-4
class [Lorg.elasticsearch.test.ESTestCase;,1,1,4.5938993017273064E-5,4.5938993017273064E-5
class [Ljava.util.List;,4,2,1.8375597206909226E-4,9.187798603454613E-5
class [[[D,210,7,0.009647188533627343,3.215729511209114E-4
class [Ljava.lang.reflect.GenericDeclaration;,76,6,0.0034913634693127527,2.756339581036384E-4
class [[[[Ljava.util.concurrent.ExecutorService;,31,5,0.001424108783535465,2.296949650863653E-4
class [[[I,8,2,3.675119441381845E-4,9.187798603454613E-5
class [[[B,124,4,0.00569643513414186,1.8375597206909226E-4
class [[[[Ljava.lang.reflect.GenericDeclaration;,2,2,9.187798603454613E-5,9.187798603454613E-5
class [Lorg.junit.Assert;,57,56,0.0026185226019845645,0.0025725836089672913
class [Ljava.lang.Cloneable;,26,1,0.0011944138184490996,4.5938993017273064E-5
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,14,2,6.431459022418228E-4,9.187798603454613E-5
class [[[S,39,7,0.0017916207276736495,3.215729511209114E-4
class [[B,332,5,0.015251745681734657,2.296949650863653E-4
class [Ljava.util.Locale;,60,5,0.0027563395810363835,2.296949650863653E-4
class [Lorg.apache.lucene.util.LuceneTestCase;,3,3,1.378169790518192E-4,1.378169790518192E-4
class [Lorg.junit.rules.RuleChain;,11,3,5.053289231900037E-4,1.378169790518192E-4
class [[[[[Lorg.apache.lucene.search.QueryCachingPolicy;,1,1,4.5938993017273064E-5,4.5938993017273064E-5
class java.lang.Object,7,1,3.215729511209114E-4,4.5938993017273064E-5
class [B,7380,33,0.3390297684674752,0.001515986769570011
class [[[C,11,4,5.053289231900037E-4,1.8375597206909226E-4
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,183,6,0.00840683572216097,2.756339581036384E-4
class [[[Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,292,2,0.013414185961043735,9.187798603454613E-5
class [[[[[J,2,2,9.187798603454613E-5,9.187798603454613E-5
class [[[Ljava.lang.CharSequence;,10,4,4.593899301727306E-4,1.8375597206909226E-4
class [[[[[[[[Ljava.util.concurrent.ExecutorService;,1,1,4.5938993017273064E-5,4.5938993017273064E-5
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,32,5,0.001470047776552738,2.296949650863653E-4
class org.junit.rules.RuleChain,24034,21429,1.1040977581771407,0.9844266813671444
class java.util.ArrayList,3,3,1.378169790518192E-4,1.378169790518192E-4
class [[[Ljava.util.Collection;,2,1,9.187798603454613E-5,4.5938993017273064E-5
class [[Ljava.lang.reflect.AnnotatedElement;,2,2,9.187798603454613E-5,9.187798603454613E-5
class [F,4955,28,0.22762771040058802,0.0012862918044836457
class [[S,114,10,0.005237045203969129,4.593899301727306E-4
class [[[[[[[Ljava.util.concurrent.ExecutorService;,1,1,4.5938993017273064E-5,4.5938993017273064E-5
class [Ljava.lang.Iterable;,32,3,0.001470047776552738,1.378169790518192E-4
class [[I,20,9,9.187798603454612E-4,4.1345093715545756E-4
class [[[[[Ljava.lang.CharSequence;,1,1,4.5938993017273064E-5,4.5938993017273064E-5
class [[[[[Ljava.util.concurrent.ExecutorService;,11,2,5.053289231900037E-4,9.187798603454613E-5
class [I,6694,95,0.3075156192576259,0.004364204336640941
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,478,1,0.021958838662256522,4.5938993017273064E-5
class [[[[[[D,6,1,2.756339581036384E-4,4.5938993017273064E-5
class [[[F,16,6,7.35023888276369E-4,2.756339581036384E-4
class [[[[[Ljava.lang.String;,1,1,4.5938993017273064E-5,4.5938993017273064E-5
class [Ljava.lang.CharSequence;,144,9,0.006615214994487321,4.1345093715545756E-4
class [[[[[[[[Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,2,1,9.187798603454613E-5,4.5938993017273064E-5
class [[[[Lorg.apache.lucene.search.QueryCachingPolicy;,4,2,1.8375597206909226E-4,9.187798603454613E-5
class java.util.HashSet,9580,513,0.44009555310547593,0.02356670341786108
class [Ljava.lang.reflect.Type;,9,5,4.1345093715545756E-4,2.296949650863653E-4
class [[Lorg.junit.rules.RuleChain;,4,3,1.8375597206909226E-4,1.378169790518192E-4
class java.lang.String,5479,12,0.2516997427416391,5.512679162072767E-4
class java.util.Locale,260,23,0.011944138184490995,0.0010565968393972803
class [[[[[[Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,9,5,4.1345093715545756E-4,2.296949650863653E-4
class [[[[[[Ljava.util.concurrent.ExecutorService;,2,1,9.187798603454613E-5,4.5938993017273064E-5
class [[[Ljava.lang.Iterable;,2,2,9.187798603454613E-5,9.187798603454613E-5
class [D,5422,26,0.24908122013965453,0.0011944138184490996
class [[[[[D,34,3,0.0015619257625872842,1.378169790518192E-4
class [Ljava.lang.Class;,20,7,9.187798603454612E-4,3.215729511209114E-4
class [[[[[Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,52,4,0.002388827636898199,1.8375597206909226E-4
class [[[[[S,1,1,4.5938993017273064E-5,4.5938993017273064E-5
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,181,5,0.008314957736126423,2.296949650863653E-4
class [Ljava.util.Collection;,106,3,0.004869533259830945,1.378169790518192E-4
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,41,4,0.0018834987137081956,1.8375597206909226E-4
class [[Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,65,2,0.002986034546122749,9.187798603454613E-5
class [[[Ljava.util.Locale;,8,3,3.675119441381845E-4,1.378169790518192E-4
class [[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,1,1,4.5938993017273064E-5,4.5938993017273064E-5
class [[[[I,3,2,1.378169790518192E-4,9.187798603454613E-5
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,56,3,0.0025725836089672913,1.378169790518192E-4
class [[[Ljava.util.concurrent.ExecutorService;,152,7,0.006982726938625505,3.215729511209114E-4
class [[Ljava.lang.reflect.GenericDeclaration;,21,4,9.647188533627343E-4,1.8375597206909226E-4
class [[F,118,7,0.005420801176038222,3.215729511209114E-4
class [[C,39,9,0.0017916207276736495,4.1345093715545756E-4
class [[[[[B,17,3,7.809628812936421E-4,1.378169790518192E-4
class org.apache.lucene.util.LuceneTestCase$1,901,1,0.04139103270856303,4.5938993017273064E-5
class [Lorg.apache.lucene.search.QueryCachingPolicy;,307,5,0.01410327085630283,2.296949650863653E-4
class [Ljava.lang.String;,654,15,0.030044101433296583,6.890848952590959E-4
class [J,3930,57,0.18054024255788312,0.0026185226019845645
class [[Ljava.lang.String;,213,9,0.009785005512679162,4.1345093715545756E-4
class [[Ljava.lang.CharSequence;,57,8,0.0026185226019845645,3.675119441381845E-4
class java.lang.Boolean,17624,2,0.8096288129364204,9.187798603454613E-5
class [Ljava.util.concurrent.ExecutorService;,15977,2,0.7339672914369717,9.187798603454613E-5
class java.lang.Class,591,24,0.02714994487320838,0.0011025358324145535
class [[[[J,8,4,3.675119441381845E-4,1.8375597206909226E-4
class [[Lorg.junit.Assert;,2,2,9.187798603454613E-5,9.187798603454613E-5
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,3,3,1.378169790518192E-4,1.378169790518192E-4
class [[Ljava.lang.reflect.Type;,6,2,2.756339581036384E-4,9.187798603454613E-5
class [[[[B,18,4,8.269018743109151E-4,1.8375597206909226E-4
class [[[[Ljava.lang.String;,23,2,0.0010565968393972803,9.187798603454613E-5
class [[[[S,10,3,4.593899301727306E-4,1.378169790518192E-4
class [[Ljava.util.Locale;,18,3,8.269018743109151E-4,1.378169790518192E-4
class [Ljava.lang.reflect.AnnotatedElement;,11,5,5.053289231900037E-4,2.296949650863653E-4
class [[[J,38,9,0.0017456817346563763,4.1345093715545756E-4
class [[[Ljava.lang.reflect.Type;,3,1,1.378169790518192E-4,4.5938993017273064E-5
class [[Ljava.util.Collection;,18,3,8.269018743109151E-4,1.378169790518192E-4
class [[[[[[[Lorg.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest;,2,2,9.187798603454613E-5,9.187798603454613E-5
