Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class java.util.HashMap,10307,1,1.5548348167144366,1.508523155830442E-4
class java.lang.String,5502,2,0.8299894403379092,3.017046311660884E-4
class java.lang.Integer,1053,1,0.15884748830894554,1.508523155830442E-4
class org.elasticsearch.action.LatchedActionListener,1696,765,0.25584552722884296,0.11540202142102882
class java.util.LinkedHashSet,7402,5165,1.1166088399456933,0.7791522099864233
class org.elasticsearch.cluster.metadata.MetaDataCreateIndexService$DefaultIndexTemplateFilter,6510,1,0.9820485744456178,1.508523155830442E-4
class org.elasticsearch.common.settings.Settings,23330,1,3.5193845225524214,1.508523155830442E-4
class java.util.HashSet,3023,1,0.4560265500075426,1.508523155830442E-4
class java.util.ArrayList,1421,1,0.21436114044350582,1.508523155830442E-4
class [Lorg.elasticsearch.cluster.block.ClusterBlock;,1863,1,0.28103786393121133,1.508523155830442E-4
class org.elasticsearch.action.admin.indices.create.CreateIndexClusterStateUpdateRequest,45232,11,6.823351938452255,0.0016593754714134862
class [Ljava.lang.String;,222,6,0.033489214059435814,9.051138934982652E-4
class [Lorg.elasticsearch.action.admin.indices.alias.Alias;,155,1,0.02338210891537185,1.508523155830442E-4
class java.lang.Boolean,8396,2,1.266556041635239,3.017046311660884E-4
class [Lorg.elasticsearch.cluster.metadata.IndexTemplateFilter;,5162,5162,0.7786996530396741,0.7786996530396741
class java.lang.Class,236,11,0.03560114647759843,0.0016593754714134862
class org.elasticsearch.cluster.metadata.IndexMetaData$State,1575,1,0.2375923970432946,1.508523155830442E-4
class org.elasticsearch.cluster.metadata.MetaDataCreateIndexService,5292,5292,0.7983104540654699,0.7983104540654699
class org.elasticsearch.cluster.metadata.IndexTemplateFilter$Compound,2877,2103,0.43400211193241817,0.317242419671142
