Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[[[[[S,1,1,4.55497859160062E-5,4.55497859160062E-5
class [Lorg.junit.rules.TestRule;,9,9,4.0994807324405577E-4,4.0994807324405577E-4
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,28,2,0.0012753940056481736,9.10995718320124E-5
class [[Ljava.lang.Class;,2,1,9.10995718320124E-5,4.55497859160062E-5
class [[Ljava.lang.String;,276,3,0.01257174091281771,1.3664935774801857E-4
class [[Lorg.elasticsearch.common.settings.Settings$Builder;,14,2,6.376970028240868E-4,9.10995718320124E-5
class [[[S,107,3,0.0048738270930126625,1.3664935774801857E-4
class [[C,29,5,0.0013209437915641796,2.2774892958003098E-4
class java.lang.String,3948,14,0.17983055479639246,6.376970028240868E-4
class java.util.Locale,500,27,0.0227748929580031,0.0012298442197321673
class [[Ljava.lang.reflect.AnnotatedElement;,89,3,0.004053930946524551,1.3664935774801857E-4
class org.elasticsearch.common.settings.Settings$Builder,5222,1,0.23786098205338435,4.55497859160062E-5
class [[Lorg.apache.lucene.util.LuceneTestCase;,273,12,0.01243509155506969,5.465974309920743E-4
class [[[[Ljava.lang.reflect.AnnotatedElement;,1,1,4.55497859160062E-5,4.55497859160062E-5
class [Lorg.apache.lucene.util.LuceneTestCase;,283,64,0.012890589414229754,0.0029151862986243966
class [[I,11,2,5.010476450760681E-4,9.10995718320124E-5
class [Ljava.lang.Class;,24,3,0.0010931948619841486,1.3664935774801857E-4
class [Ljava.lang.reflect.AnnotatedElement;,200,3,0.009109957183201239,1.3664935774801857E-4
class [[Lorg.elasticsearch.test.ESTokenStreamTestCase;,26,20,0.001184294433816161,9.109957183201239E-4
class [[Ljava.lang.reflect.GenericDeclaration;,59,3,0.0026874373690443654,1.3664935774801857E-4
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,16668,16668,0.7592238316479912,0.7592238316479912
class [Lorg.apache.lucene.search.QueryCachingPolicy;,23,3,0.0010476450760681425,1.3664935774801857E-4
class [[[[Ljava.lang.String;,20,3,9.109957183201239E-4,1.3664935774801857E-4
class [[[C,9,2,4.0994807324405577E-4,9.10995718320124E-5
class [J,14296,50,0.6511797394552246,0.0022774892958003098
class [Ljava.lang.reflect.GenericDeclaration;,89,5,0.004053930946524551,2.2774892958003098E-4
class [S,9719,40,0.4426983693176642,0.0018219914366402478
class [Z,51,30,0.002323039081716316,0.001366493577480186
class [[[Lorg.apache.lucene.util.LuceneTestCase;,21,11,9.565455042361301E-4,5.010476450760681E-4
class [[[[Lorg.apache.lucene.search.QueryCachingPolicy;,1,1,4.55497859160062E-5,4.55497859160062E-5
class [[Ljava.io.Serializable;,147,1,0.006695818529652911,4.55497859160062E-5
class [[[D,14,2,6.376970028240868E-4,9.10995718320124E-5
class [C,7299,97,0.3324678874009292,0.004418329233852601
class [[[J,34,3,0.0015486927211442107,1.3664935774801857E-4
class org.apache.lucene.util.LuceneTestCase$1,103,1,0.004691627949348638,4.55497859160062E-5
class [[Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,3,1,1.3664935774801857E-4,4.55497859160062E-5
class [[[[B,7,2,3.188485014120434E-4,9.10995718320124E-5
class java.lang.Integer,1,1,4.55497859160062E-5,4.55497859160062E-5
class [Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,70,1,0.0031884850141204336,4.55497859160062E-5
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,256,1,0.011660745194497587,4.55497859160062E-5
class [Ljava.lang.Object;,35,25,0.0015942425070602168,0.0011387446479001549
class [Ljava.io.Serializable;,639,2,0.029106313200327957,9.10995718320124E-5
class [Ljava.lang.Iterable;,234,1,0.01065864990434545,4.55497859160062E-5
class [[[F,10,2,4.5549785916006196E-4,9.10995718320124E-5
class [D,1704,49,0.07761683520087456,0.0022319395098843037
class [[B,39,3,0.0017764416507242415,1.3664935774801857E-4
class [Ljava.util.Locale;,25,7,0.0011387446479001549,3.188485014120434E-4
class [[J,73,3,0.0033251343718684523,1.3664935774801857E-4
class [Lorg.elasticsearch.common.settings.Settings$Builder;,85,75,0.0038717318028605265,0.0034162339437004644
class [[[Ljava.lang.String;,97,6,0.004418329233852601,2.7329871549603714E-4
class [[[[D,2,1,9.10995718320124E-5,4.55497859160062E-5
class [[[Ljava.lang.reflect.GenericDeclaration;,46,2,0.002095290152136285,9.10995718320124E-5
class [[[[Lorg.apache.lucene.util.LuceneTestCase;,92,1,0.00419058030427257,4.55497859160062E-5
class [Lorg.elasticsearch.test.ESTokenStreamTestCase;,116,111,0.0052837751662567186,0.005056026236676688
class org.junit.rules.RuleChain,23660,14871,1.0777079347727065,0.6773708663569281
class [[Ljava.util.Locale;,4,2,1.821991436640248E-4,9.10995718320124E-5
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,13,2,5.921472169080805E-4,9.10995718320124E-5
class [[Ljava.lang.reflect.Type;,1,1,4.55497859160062E-5,4.55497859160062E-5
class java.lang.Boolean,9,2,4.0994807324405577E-4,9.10995718320124E-5
class java.lang.Class,1201,27,0.05470529288512344,0.0012298442197321673
class [[[[[Ljava.lang.String;,3,1,1.3664935774801857E-4,4.55497859160062E-5
class [[[[C,2,1,9.10995718320124E-5,4.55497859160062E-5
class java.lang.Object,4,1,1.821991436640248E-4,4.55497859160062E-5
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,34,2,0.0015486927211442107,9.10995718320124E-5
class [[[B,16,3,7.287965746560992E-4,1.3664935774801857E-4
class [[[Ljava.lang.reflect.AnnotatedElement;,14,1,6.376970028240868E-4,4.55497859160062E-5
class [Ljava.util.Set;,212,2,0.009656554614193314,9.10995718320124E-5
class [B,6171,58,0.28108772888767425,0.0026418875831283593
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,136,2,0.006194770884576843,9.10995718320124E-5
class [[[[[B,2,1,9.10995718320124E-5,4.55497859160062E-5
