Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[[[S,10,3,4.592211609110948E-4,1.3776634827332844E-4
class [Ljava.lang.Iterable;,32,3,0.0014695077149155032,1.3776634827332844E-4
class [[Ljava.util.Collection;,18,3,8.265980896399706E-4,1.3776634827332844E-4
class org.elasticsearch.index.analysis.synonyms.SynonymsAnalysisTest,22666,22666,1.0408706833210875,1.0408706833210875
class [[[[D,71,4,0.003260470242468773,1.836884643644379E-4
class [[[[[[[[Ljava.util.concurrent.ExecutorService;,1,1,4.5922116091109475E-5,4.5922116091109475E-5
class [[[[[B,17,3,7.806759735488611E-4,1.3776634827332844E-4
class [[[[Ljava.lang.CharSequence;,6,2,2.755326965466569E-4,9.184423218221895E-5
class [[[Ljava.util.Locale;,8,3,3.673769287288758E-4,1.3776634827332844E-4
class [[[[[[Ljava.util.concurrent.ExecutorService;,2,1,9.184423218221895E-5,4.5922116091109475E-5
class [[Ljava.lang.CharSequence;,57,8,0.00261756061719324,3.673769287288758E-4
class [[[[B,18,4,8.265980896399706E-4,1.836884643644379E-4
class [[Lorg.junit.rules.RuleChain;,4,3,1.836884643644379E-4,1.3776634827332844E-4
class [[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,1,1,4.5922116091109475E-5,4.5922116091109475E-5
class [[[[[[D,6,1,2.755326965466569E-4,4.5922116091109475E-5
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,279,4,0.012812270389419544,1.836884643644379E-4
class [[[[[Lorg.apache.lucene.search.QueryCachingPolicy;,1,1,4.5922116091109475E-5,4.5922116091109475E-5
class [[Ljava.lang.reflect.AnnotatedElement;,2,2,9.184423218221895E-5,9.184423218221895E-5
class [Ljava.util.concurrent.ExecutorService;,15977,2,0.7336976487876561,9.184423218221895E-5
class [[[[F,4,2,1.836884643644379E-4,9.184423218221895E-5
class [[J,198,11,0.009092578986039677,5.051432770022043E-4
class [C,5199,123,0.23874908155767818,0.005648420279206466
class [[Ljava.util.Locale;,18,3,8.265980896399706E-4,1.3776634827332844E-4
class [Ljava.util.Locale;,60,5,0.002755326965466569,2.296105804555474E-4
class [D,5422,26,0.2489897134459956,0.0011939750183688465
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,3,3,1.3776634827332844E-4,1.3776634827332844E-4
class [[[[[C,2,2,9.184423218221895E-5,9.184423218221895E-5
class org.apache.lucene.util.LuceneTestCase$1,901,1,0.04137582659808964,4.5922116091109475E-5
class [[[[Ljava.util.concurrent.ExecutorService;,31,5,0.001423585598824394,2.296105804555474E-4
class java.lang.Integer,1,1,4.5922116091109475E-5,4.5922116091109475E-5
class [[[[[J,2,2,9.184423218221895E-5,9.184423218221895E-5
class [Ljava.lang.CharSequence;,144,9,0.006612784717119765,4.132990448199853E-4
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,181,5,0.008311903012490816,2.296105804555474E-4
