Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class org.elasticsearch.index.VersionType$2,458,1,0.04272786640544827,9.329228472805298E-5
class org.elasticsearch.common.collect.ImmutableOpenIntMap,2962,1,0.27633174736449295,9.329228472805298E-5
class org.elasticsearch.tasks.TaskId,1055,11,0.0984233603880959,0.001026215132008583
class java.lang.Long,15295,17,1.4269054949155704,0.0015859688403769008
class java.lang.Integer,6657,11,0.6210467394346487,0.001026215132008583
class org.elasticsearch.action.support.WriteRequest$RefreshPolicy,6163,2,0.5749603507789905,1.8658456945610597E-4
class org.elasticsearch.cluster.metadata.IndexMetaData$1,4,1,3.7316913891221194E-4,9.329228472805298E-5
class java.util.HashMap,1,1,9.329228472805298E-5,9.329228472805298E-5
class org.elasticsearch.cluster.metadata.IndexMetaData,8239,21,0.7686351338744286,0.0019591379792891126
class [Lorg.elasticsearch.index.shard.IndexingOperationListener;,2,1,1.8658456945610597E-4,9.329228472805298E-5
class java.util.RegularEnumSet,15,2,0.001399384270920795,1.8658456945610597E-4
class org.elasticsearch.cluster.metadata.IndexMetaData$State,3070,2,0.28640731411512266,1.8658456945610597E-4
class java.lang.Byte,1552,4,0.14478962589793823,3.7316913891221194E-4
class org.elasticsearch.cluster.metadata.IndexMetaData$Builder,20515,6307,1.913891221196007,0.5883944397798302
class org.elasticsearch.common.xcontent.ToXContent$1,415,1,0.03871629816214199,9.329228472805298E-5
class org.elasticsearch.action.support.IndicesOptions,2896,1,0.27017445657244143,9.329228472805298E-5
class [Lorg.elasticsearch.index.shard.IndexShardState;,257,1,0.02397611717510962,9.329228472805298E-5
class org.elasticsearch.common.settings.Setting,14,13,0.001306091986192742,0.001212799701464689
class java.util.LinkedHashSet,502,5,0.0468327269334826,4.6646142364026495E-4
class org.elasticsearch.index.shard.IndexShard$ShardFailure,798,692,0.07444724321298629,0.06455826103181267
class java.lang.Class,178,19,0.016606026681593434,0.0017725534098330068
class java.util.Collections$EmptySet,528,1,0.04925832633641198,9.329228472805298E-5
class [Ljava.lang.String;,469,4,0.04375408153745685,3.7316913891221194E-4
class java.lang.String,3736,168,0.34853997574400597,0.0156731038343129
class java.util.Collections$UnmodifiableSet,2,1,1.8658456945610597E-4,9.329228472805298E-5
class org.elasticsearch.Version,3205,1,0.2990017725534098,9.329228472805298E-5
class java.util.ArrayList,214,1,0.01996454893180334,9.329228472805298E-5
class org.elasticsearch.common.collect.ImmutableOpenMap,2197,2,0.20496314954753242,1.8658456945610597E-4
class org.elasticsearch.cluster.metadata.IndexMetaData$IndexMetaDataDiff,1836,1836,0.1712846347607053,0.1712846347607053
class org.elasticsearch.action.WriteConsistencyLevel,3887,1,0.36262711073794196,9.329228472805298E-5
class org.elasticsearch.action.ActionRequestValidationException,2524,2290,0.23546972665360574,0.21363933202724134
class org.elasticsearch.common.settings.Settings,2266,3,0.2114003171937681,2.79876854184159E-4
class org.elasticsearch.action.bulk.BulkShardRequest,30370,402,2.833286687190969,0.037503498460677305
class org.elasticsearch.index.VersionType$1,265,1,0.024722455452934042,9.329228472805298E-5
class org.elasticsearch.common.unit.TimeValue,1549,1,0.14450974904375408,9.329228472805298E-5
class org.elasticsearch.index.VersionType$3,319,1,0.029760238828248905,9.329228472805298E-5
class org.elasticsearch.common.collect.Tuple,2482,833,0.23155145069502753,0.07771247317846815
class org.elasticsearch.common.settings.Setting$3,10,4,9.329228472805299E-4,3.7316913891221194E-4
class java.lang.Boolean,11739,2,1.0951581304226141,1.8658456945610597E-4
class org.elasticsearch.index.VersionType$4,1518,1,0.14161768821718443,9.329228472805298E-5
class org.elasticsearch.index.Index,20,1,0.0018658456945610598,9.329228472805298E-5
class [Lorg.elasticsearch.index.shard.SearchOperationListener;,2,1,1.8658456945610597E-4,9.329228472805298E-5
class org.elasticsearch.cluster.block.ClusterBlock,1059,4,0.09879652952700811,3.7316913891221194E-4
class org.elasticsearch.action.bulk.BulkItemRequest,1887,1780,0.176042541281836,0.16606026681593433
