Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [J,1889,148,0.0697691597414589,0.0054662973222530005
class [[Ljava.util.concurrent.ExecutorService;,163,5,0.006020313942751616,1.8467220683287164E-4
class [[[Ljava.util.concurrent.ExecutorService;,91,4,0.003361034164358264,1.4773776546629733E-4
class [[[[[Ljava.util.concurrent.ExecutorService;,4,2,1.4773776546629733E-4,7.386888273314867E-5
class java.util.ArrayList$SubList,3825,641,0.14127423822714683,0.023674976915974148
class [Ljava.util.Locale;,56,9,0.0020683287165281627,3.32409972299169E-4
class [[[[[Ljava.util.Locale;,2,2,7.386888273314867E-5,7.386888273314867E-5
class [Ljava.util.Collection;,22,11,8.125577100646352E-4,4.062788550323176E-4
class [[F,141,7,0.005207756232686981,2.5854108956602033E-4
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,2,2,7.386888273314867E-5,7.386888273314867E-5
class [[Ljava.lang.Class;,2,1,7.386888273314867E-5,3.6934441366574334E-5
class java.lang.Object,4,1,1.4773776546629733E-4,3.6934441366574334E-5
class [C,3348,16,0.12365650969529086,5.909510618651893E-4
class [Ljava.lang.Iterable;,26,12,9.602954755309326E-4,4.4321329639889195E-4
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,6376,1,0.23549399815327793,3.6934441366574334E-5
class java.util.HashSet,1871,736,0.06910433979686058,0.027183748845798706
class [Ljava.lang.CharSequence;,49,6,0.0018097876269621421,2.2160664819944597E-4
class [Ljava.lang.reflect.Type;,1,1,3.6934441366574334E-5,3.6934441366574334E-5
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,41,5,0.0015143120960295475,1.8467220683287164E-4
class [[Ljava.util.Collection;,6,2,2.2160664819944597E-4,7.386888273314867E-5
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,3167,4,0.11697137580794091,1.4773776546629733E-4
class [[I,4,2,1.4773776546629733E-4,7.386888273314867E-5
class [[Ljava.util.List;,4,2,1.4773776546629733E-4,7.386888273314867E-5
