Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class java.lang.Boolean,14430,2,0.5424608097439946,7.518514341566107E-5
class [[[Ljava.lang.String;,14,3,5.262960039096275E-4,1.127777151234916E-4
class [[Lorg.apache.lucene.util.LuceneTestCase;,5,5,1.8796285853915265E-4,1.8796285853915265E-4
class [J,766,266,0.028795909928198186,0.009999624074282922
class [C,7668,54,0.2882598398556445,0.002029998872222849
class [Ljava.lang.String;,512,84,0.019247396714409233,0.0031577760234577645
class [Lorg.junit.rules.RuleChain;,25,19,9.398142926957633E-4,7.142588624487801E-4
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,171,6,0.006428329762039021,2.255554302469832E-4
class [[[Ljava.lang.Iterable;,2,1,7.518514341566107E-5,3.7592571707830533E-5
class java.util.Locale,173,23,0.006503514905454682,8.646291492801023E-4
class java.util.ArrayList$SubList,327,106,0.012292770948460584,0.003984812601030036
class [Lorg.apache.lucene.search.QueryCachingPolicy;,48,6,0.0018044434419758656,2.255554302469832E-4
class [Ljava.lang.reflect.GenericDeclaration;,37,2,0.0013909251531897297,7.518514341566107E-5
class java.lang.Object,323,1,0.012142400661629263,3.7592571707830533E-5
class [I,4393,32,0.16514416751249952,0.001202962294650577
class java.lang.Integer,1,1,3.7592571707830533E-5,3.7592571707830533E-5
class [[Ljava.lang.Class;,26,2,9.77406864403594E-4,7.518514341566107E-5
class [Ljava.util.List;,20,2,7.518514341566106E-4,7.518514341566107E-5
class [Lorg.elasticsearch.test.ElasticsearchTestCase;,20,12,7.518514341566106E-4,4.511108604939664E-4
class [[D,38,7,0.0014285177248975602,2.6314800195481375E-4
class org.elasticsearch.index.query.SimpleIndexQueryParserTests,29543,29543,1.1105973459644374,1.1105973459644374
class [[Ljava.util.concurrent.ExecutorService;,19,6,7.142588624487801E-4,2.255554302469832E-4
class java.util.ArrayList,3,3,1.127777151234916E-4,1.127777151234916E-4
class [[[D,10,3,3.759257170783053E-4,1.127777151234916E-4
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,483,1,0.018157212134882146,3.7592571707830533E-5
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,8,8,3.0074057366264427E-4,3.0074057366264427E-4
class [D,3794,17,0.14262621705950904,6.390737190331191E-4
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,14,2,5.262960039096275E-4,7.518514341566107E-5
class [Lorg.apache.lucene.util.LuceneTestCase;,38,37,0.0014285177248975602,0.0013909251531897297
class [[C,8,6,3.0074057366264427E-4,2.255554302469832E-4
class [[[[I,9,2,3.383331453704748E-4,7.518514341566107E-5
class org.junit.rules.RuleChain,18022,16485,0.6774933273185219,0.6197135446035863
class [[I,48,7,0.0018044434419758656,2.6314800195481375E-4
class [[Ljava.lang.reflect.GenericDeclaration;,3,2,1.127777151234916E-4,7.518514341566107E-5
class [[Lorg.junit.rules.RuleChain;,3,3,1.127777151234916E-4,1.127777151234916E-4
class [Ljava.util.Set;,2,1,7.518514341566107E-5,3.7592571707830533E-5
class [Ljava.lang.reflect.Type;,3,2,1.127777151234916E-4,7.518514341566107E-5
class [Ljava.lang.Object;,19,17,7.142588624487801E-4,6.390737190331191E-4
class [Ljava.util.concurrent.ExecutorService;,9094,2,0.34186684711101084,7.518514341566107E-5
class [[[[D,2,2,7.518514341566107E-5,7.518514341566107E-5
class [[[S,5,2,1.8796285853915265E-4,7.518514341566107E-5
class [Ljava.util.Locale;,45,7,0.001691665726852374,2.6314800195481375E-4
class [[[I,21,5,7.894440058644411E-4,1.8796285853915265E-4
class [B,2349,83,0.08830495094169392,0.0031201834517499342
class [[F,22,8,8.270365775722718E-4,3.0074057366264427E-4
class [[[[Ljava.lang.String;,3,2,1.127777151234916E-4,7.518514341566107E-5
class [[[[[Ljava.lang.String;,1,1,3.7592571707830533E-5,3.7592571707830533E-5
class [Lorg.elasticsearch.index.query.SimpleIndexQueryParserTests;,13,13,4.88703432201797E-4,4.88703432201797E-4
class [Ljava.lang.Iterable;,26,3,9.77406864403594E-4,1.127777151234916E-4
class [[[[[I,2,1,7.518514341566107E-5,3.7592571707830533E-5
class [[Ljava.util.Locale;,7,4,2.6314800195481375E-4,1.5037028683132213E-4
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,1,1,3.7592571707830533E-5,3.7592571707830533E-5
class java.util.HashSet,744,155,0.027968873350625915,0.005826848614713733
class [[[[S,1,1,3.7592571707830533E-5,3.7592571707830533E-5
class [Lorg.junit.rules.TestRule;,1,1,3.7592571707830533E-5,3.7592571707830533E-5
class [F,1741,110,0.06544866734333296,0.0041351828878613585
class [[[Ljava.util.concurrent.ExecutorService;,3,3,1.127777151234916E-4,1.127777151234916E-4
class java.lang.Class,326,17,0.012255178376752754,6.390737190331191E-4
class [[Ljava.util.List;,6,2,2.255554302469832E-4,7.518514341566107E-5
class [Ljava.lang.Cloneable;,1,1,3.7592571707830533E-5,3.7592571707830533E-5
class [[S,15,4,5.63888575617458E-4,1.5037028683132213E-4
class java.lang.String,7941,13,0.2985226119318823,4.88703432201797E-4
class [S,1742,70,0.06548625991504078,0.0026314800195481373
class [Ljava.lang.Class;,80,2,0.0030074057366264425,7.518514341566107E-5
class [[[Ljava.lang.Class;,4,2,1.5037028683132213E-4,7.518514341566107E-5
class [Ljava.util.Collection;,2,1,7.518514341566107E-5,3.7592571707830533E-5
