TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.elasticsearch.action.support.replication.ReplicationOperation,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.35638275980741735,465,95
