TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.elasticsearch.river.mongodb.Indexer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.25,897,0
