Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class java.lang.Float,879,103,0.04320684231222965,0.005062917813605977
class java.lang.String,7679,310,0.3774577270939835,0.0152379079826976
class me.prettyprint.cassandra.service.CassandraHost,5570,1875,0.2737907982697601,0.09216476602438066
class javax.security.auth.Subject,16193,2,0.7959594966574911,9.830908375933936E-5
class org.slf4j.helpers.NOPLogger,4,1,1.9661816751867872E-4,4.915454187966968E-5
class java.lang.Short,155,58,0.0076189539913488,0.0028509634290208416
class java.lang.Byte,174,58,0.008552890287062525,0.0028509634290208416
class [Ljava.security.Principal;,10288,1,0.5057019268580417,4.915454187966968E-5
class org.apache.cassandra.thrift.Cassandra$Client,12190,2,0.5991938655131734,9.830908375933936E-5
class me.prettyprint.cassandra.connection.client.HKerberosThriftClient,1559,1558,0.07663193079040503,0.07658277624852536
class java.util.Collections$SynchronizedSet,11450,1,0.5628195045222179,4.915454187966968E-5
class java.lang.Double,2379,69,0.11693865513173417,0.003391663389697208
class java.lang.Long,7686,272,0.37780180888714116,0.013370035391270154
class java.lang.Boolean,22272,2,1.0947699567440032,9.830908375933936E-5
class java.util.LinkedHashSet,10288,1,0.5057019268580417,4.915454187966968E-5
class java.lang.Integer,3238,66,0.15916240660637043,0.0032441997640581988
class [Ljava.nio.ByteBuffer;,749,1,0.03681675186787259,4.915454187966968E-5
class java.lang.Class,181,6,0.008896972080220212,2.949272512780181E-4
class java.util.concurrent.atomic.AtomicLong,4433,340,0.2179020841525757,0.016712544239087693
class java.util.ArrayList,749,1,0.03681675186787259,4.915454187966968E-5
