Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class [[[Ljava.lang.String;,6,2,2.5971777335295646E-4,8.657259111765215E-5
class [S,15761,16,0.6822353043026578,6.925807289412172E-4
class [D,4749,43,0.20556661760886502,0.0018613107090295212
class [F,1946,88,0.08423513115747554,0.0038091940091766947
class [J,6060,84,0.262314951086486,0.00363604882694139
class [[[S,70,4,0.003030040689117825,1.731451822353043E-4
class [[[[[I,1,1,4.3286295558826076E-5,4.3286295558826076E-5
class [[[[[S,7,2,3.0300406891178253E-4,8.657259111765215E-5
class [[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,71,2,0.0030733269846766513,8.657259111765215E-5
class [[Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,53,1,0.002294173664617782,4.3286295558826076E-5
class [[[[[C,18,3,7.791533200588694E-4,1.2985888667647823E-4
class [Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,513,3,0.02220586962167778,1.2985888667647823E-4
class [[[[[[[[D,6,1,2.5971777335295646E-4,4.3286295558826076E-5
class org.junit.rules.RuleChain,8851,7174,0.3831270019911696,0.31053588433901824
class [[Ljava.util.Set;,328,1,0.014197904943294953,4.3286295558826076E-5
class [[Lorg.apache.lucene.util.LuceneTestCase;,1,1,4.3286295558826076E-5,4.3286295558826076E-5
class [Lorg.elasticsearch.test.ESTokenStreamTestCase;,6,6,2.5971777335295646E-4,2.5971777335295646E-4
class [Ljava.lang.CharSequence;,6532,2,0.2827460825902519,8.657259111765215E-5
class [[S,173,5,0.007488529131676911,2.1643147779413038E-4
class [[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,5,2,2.1643147779413038E-4,8.657259111765215E-5
class org.apache.lucene.util.LuceneTestCase$1,1351,1,0.05847978529997403,4.3286295558826076E-5
class [[[[S,16,3,6.925807289412172E-4,1.2985888667647823E-4
class [[[Ljava.lang.Class;,6,1,2.5971777335295646E-4,4.3286295558826076E-5
class [[Ljava.lang.CharSequence;,7,1,3.0300406891178253E-4,4.3286295558826076E-5
class java.lang.Boolean,9,2,3.895766600294347E-4,8.657259111765215E-5
class [[[[[D,16,2,6.925807289412172E-4,8.657259111765215E-5
class [[Ljava.util.Locale;,39,4,0.001688165526794217,1.731451822353043E-4
class [Lorg.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests;,62,62,0.0026837503246472166,0.0026837503246472166
class java.lang.String,5180,14,0.22422301099471909,6.060081378235651E-4
class java.util.Locale,445,22,0.019262401523677603,9.522985022941737E-4
class [[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,35,2,0.0015150203445589126,8.657259111765215E-5
class org.elasticsearch.index.analysis.commongrams.CommonGramsTokenFilterFactoryTests,16917,16917,0.7322742619686607,0.7322742619686607
class [Ljava.lang.Class;,770,2,0.03333044758029608,8.657259111765215E-5
class [[[Ljava.util.Set;,64,1,0.002770322915764869,4.3286295558826076E-5
class [Ljava.util.Collection;,138,1,0.005973508787117998,4.3286295558826076E-5
class [[[[Ljava.util.Set;,6,1,2.5971777335295646E-4,4.3286295558826076E-5
class [[[[[[[D,8,1,3.462903644706086E-4,4.3286295558826076E-5
class [[Lorg.apache.lucene.search.QueryCachingPolicy;,66,3,0.002856895506882521,1.2985888667647823E-4
class [[[[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,4,1,1.731451822353043E-4,4.3286295558826076E-5
class org.elasticsearch.common.settings.Settings$Builder,7231,1,0.3130032031858713,4.3286295558826076E-5
class [[[F,5,2,2.1643147779413038E-4,8.657259111765215E-5
class [[[[I,15,2,6.492944333823911E-4,8.657259111765215E-5
class [[[[F,2,1,8.657259111765215E-5,4.3286295558826076E-5
class [[[C,51,3,0.00220760107350013,1.2985888667647823E-4
class [[[D,121,4,0.005237641762617955,1.731451822353043E-4
class org.apache.lucene.store.MockDirectoryWrapper$Throttling,624,1,0.02701064842870747,4.3286295558826076E-5
class [[Ljava.lang.Class;,4,1,1.731451822353043E-4,4.3286295558826076E-5
class [[[[[[C,8,2,3.462903644706086E-4,8.657259111765215E-5
class [Ljava.lang.Object;,14,11,6.060081378235651E-4,4.7614925114708684E-4
class [[[B,14,1,6.060081378235651E-4,4.3286295558826076E-5
class [[[Ljava.util.Locale;,2,1,8.657259111765215E-5,4.3286295558826076E-5
class [[C,129,4,0.005583932127088563,1.731451822353043E-4
class java.lang.Class,1313,25,0.05683490606873864,0.001082157388970652
class java.lang.Object,394,1,0.017054800450177474,4.3286295558826076E-5
class [Lorg.elasticsearch.common.settings.Settings$Builder;,8,8,3.462903644706086E-4,3.462903644706086E-4
class [I,23452,1198,1.015150203445589,0.05185698207947364
class [[F,43,4,0.0018613107090295212,1.731451822353043E-4
class [[[[[[[C,1,1,4.3286295558826076E-5,4.3286295558826076E-5
class [Ljava.util.Set;,54,1,0.002337459960176608,4.3286295558826076E-5
class java.util.HashSet,14544,819,0.6295558826075665,0.03545147606267856
class [Lorg.junit.rules.TestRule;,138,138,0.005973508787117998,0.005973508787117998
class [Lorg.apache.lucene.util.LuceneTestCase;,10,10,4.3286295558826076E-4,4.3286295558826076E-4
class [Lorg.apache.lucene.search.QueryCachingPolicy;,429,3,0.018569820794736385,1.2985888667647823E-4
class [[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,65,3,0.002813609211323695,1.2985888667647823E-4
class [Z,79,42,0.00341961734914726,0.001818024413470695
class [[[I,34,4,0.0014717340490000865,1.731451822353043E-4
class [[[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,33,5,0.0014284477534412606,2.1643147779413038E-4
class [[D,431,4,0.01865639338585404,1.731451822353043E-4
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,65,3,0.002813609211323695,1.2985888667647823E-4
class [[[[C,99,3,0.004285343260323781,1.2985888667647823E-4
class [[[[[[D,57,1,0.0024673188468530864,4.3286295558826076E-5
class [[B,76,4,0.0032897584624707816,1.731451822353043E-4
class [Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,108,3,0.004674919920353216,1.2985888667647823E-4
class [[Lorg.elasticsearch.test.ESTokenStreamTestCase;,32,1,0.0013851614578824344,4.3286295558826076E-5
class [[J,31,3,0.0013418751623236083,1.2985888667647823E-4
class [[[[D,45,3,0.0019478833001471735,1.2985888667647823E-4
class [[I,89,7,0.003852480304735521,3.0300406891178253E-4
class [[[J,10,2,4.3286295558826076E-4,8.657259111765215E-5
class [Ljava.util.Locale;,114,4,0.004934637693706173,1.731451822353043E-4
class [B,7116,43,0.3080252791966063,0.0018613107090295212
class [C,7671,95,0.3320491732317548,0.004112198078088478
class [[[Lorg.apache.lucene.search.QueryCachingPolicy;,13,1,5.627218422647389E-4,4.3286295558826076E-5
class [[Ljava.lang.String;,57,3,0.0024673188468530864,1.2985888667647823E-4
class [Ljava.lang.String;,3825,746,0.16557008051250974,0.03229157648688425
class java.lang.Integer,1,1,4.3286295558826076E-5,4.3286295558826076E-5
class [Lorg.apache.lucene.analysis.BaseTokenStreamTestCase;,118,13,0.005107782875941477,5.627218422647389E-4
class [[Lorg.junit.rules.TestRule;,5,5,2.1643147779413038E-4,2.1643147779413038E-4
