TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.metamx.druid.loading.S3SegmentPusher,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7198437905107596,113,81
