Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class org.elasticsearch.script.ScriptService$DocScoreSearchScript,1384,15,0.13627412367073652,0.0014769594328475778
class org.elasticsearch.script.ScriptService$ScriptType,3,3,2.9539188656951555E-4,2.9539188656951555E-4
class [Lcom.mongodb.ServerAddress;,183,1,0.018018905080740447,9.846396218983852E-5
class java.lang.Short,2,1,1.9692792437967703E-4,9.846396218983852E-5
class org.elasticsearch.common.logging.log4j.Log4jESLogger,192,1,0.018905080740448995,9.846396218983852E-5
class java.lang.Integer,3522,13,0.34679007483261126,0.0012800315084679006
class java.util.HashMap,106,8,0.010437179992122883,7.877116975187081E-4
class org.elasticsearch.script.ScriptService$DocScoreNativeScriptFactory,827,1,0.08142969673099645,9.846396218983852E-5
class [Ljava.lang.String;,1783,6,0.17556124458448208,5.907837731390311E-4
class org.elasticsearch.common.unit.TimeValue,2365,1,0.2328672705789681,9.846396218983852E-5
class org.elasticsearch.river.mongodb.SerializedObjectSupporter,1309,1,0.12888932650649862,9.846396218983852E-5
class java.lang.Class,53,7,0.005218589996061442,6.892477353288697E-4
class com.mongodb.MongoClientOptions,55,1,0.005415517920441118,9.846396218983852E-5
class org.elasticsearch.common.unit.ByteSizeValue,105,1,0.010338716029933045,9.846396218983852E-5
class sun.security.ssl.SSLSocketFactoryImpl,1,1,9.846396218983852E-5,9.846396218983852E-5
class java.lang.String,19413,66,1.9114808979913351,0.006498621504529342
class com.mongodb.BasicDBObject,1963,4,0.193284757778653,3.9385584875935406E-4
class [Lorg.elasticsearch.script.ScriptEngineService;,37,1,0.003643166601024025,9.846396218983852E-5
class org.elasticsearch.river.mongodb.MongoDBRiverDefinition$Builder,42193,3492,4.154489956675857,0.34383615596691613
class org.elasticsearch.script.ScriptService$CacheKey,64,64,0.006301693580149665,0.006301693580149665
class java.util.LinkedHashSet,2160,7,0.2126821583300512,6.892477353288697E-4
class org.elasticsearch.common.settings.ImmutableSettings,153,1,0.015064986215045293,9.846396218983852E-5
class java.util.ArrayList,3674,3,0.3617565970854667,2.9539188656951555E-4
class org.elasticsearch.river.mongodb.MongoDBRiverDefinition,4913,545,0.48375344623867667,0.05366285939346199
class org.elasticsearch.common.ParseField,10,10,9.846396218983853E-4,9.846396218983853E-4
class org.elasticsearch.river.RiverSettings,2564,12,0.25246159905474597,0.0011815675462780622
class java.lang.Boolean,26713,2,2.6302678219771565,1.9692792437967703E-4
