Classes of objects created,Number of objects created,Number of unique objects manipulated,Number of objects created (Normalized),Number of unique objects manipulated (Normalized)
class java.lang.String,3833,4,0.3995205336668751,4.169272461955389E-4
class com.mongodb.ReadConcern,3919,1,0.4084844694600792,1.0423181154888472E-4
class javax.net.DefaultSocketFactory,1430,1,0.14905149051490515,1.0423181154888472E-4
class org.springframework.boot.autoconfigure.mongo.MongoProperties,3138,881,0.32707942464040024,0.09182822597456744
class [C,1204,6,0.1254951011048572,6.253908692933083E-4
class com.mongodb.ReadPreference$PrimaryReadPreference,2294,1,0.23910777569314154,1.0423181154888472E-4
class com.mongodb.DefaultDBDecoder$1,1927,1,0.20085470085470086,1.0423181154888472E-4
class org.bson.codecs.configuration.ProvidersCodecRegistry,2044,1,0.21304982280592036,1.0423181154888472E-4
class com.mongodb.MongoClientOptions,14095,192,1.46914738378153,0.020012507817385866
class java.lang.Boolean,11200,2,1.167396289347509,2.0846362309776944E-4
class java.util.Collections$UnmodifiableRandomAccessList,1145,1,0.11934542422347301,1.0423181154888472E-4
class java.lang.Object,3,1,3.1269543464665416E-4,1.0423181154888472E-4
class java.lang.Integer,30478,16,3.1767771523869084,0.0016677089847821555
class com.mongodb.MongoClient,3837,3837,0.39993746091307064,0.39993746091307064
class java.lang.Class,220,12,0.02293099854075464,0.0012507817385866166
class com.mongodb.DefaultDBEncoder$1,2161,1,0.22524494475713988,1.0423181154888472E-4
class com.mongodb.WriteConcern,1773,2,0.1848030018761726,2.0846362309776944E-4
class com.mongodb.MongoClientOptions$Builder,79264,2874,8.261830310610799,0.29956222639149466
